,R_Cost
1484,10717.191238564441
1485,5726.845584734718
1486,0.0
1487,97000.0
1488,1984.0255937040708
1489,0.0
1490,2093.2942131439427
1491,2798.3861749279868
1492,16648.10827532594
1493,0.0
1494,21732.806962969382
1495,16182.689680385784
1496,3645.732757463667
1497,2355.015425072853
1498,20657.201794734596
1499,0.0
1500,2524.2265221670873
1501,0.0
1502,0.0
1503,0.0
1504,89077.55402642986
1505,115800.0
1506,0.0
1507,4020.433440678563
1508,0.0
1509,0.0
1510,144340.0
1511,28533.478479236415
1512,30530.0
1513,9311.150345728485
1514,2470.8419432158794
1515,0.0
1516,200093.67482707044
1517,116222.1599240395
1518,2102.9286633779075
1519,6388.336516432017
1520,1253.5174954083625
1521,18835.68374321397
1522,809.8085039332607
1523,481140.0
1524,3888.400950008516
1525,2789.9160135339953
1526,0.0
1527,0.0
1528,11415.468283993565
1529,2646.688179020547
1530,11434.179251392068
1531,11873.159438735893
1532,15805.707527050632
1533,0.0
1534,90380.0
1535,1947.84950106775
1536,3348.375723680052
1537,118484.40074187645
1538,0.0
1539,1551.6369985969363
1540,0.0
1541,108923.38301917721
1542,152820.0
1543,4307.507028758261
1544,2079.7694507582287
1545,2127.1116441585173
1546,2129.5908739993256
1547,99792.00343421745
1548,1602.7992456781215
1549,1567.7062363308642
1550,1523.8796501410543
1551,16956.828431730726
1552,3218.8661653011072
1553,0.0
1554,3058.9759333340326
1555,90332.61524443321
1556,117530.0
1557,0.0
1558,0.0
1559,13531.710687003599
1560,172200.0
1561,6637.269336482364
1562,4039.4752442499025
1563,212850.0
1564,5411.54025178365
1565,17192.510646097675
1566,23772.31054597593
1567,27794.449130927012
1568,60529.94158220268
1569,2884.4846951323807
1570,154110.0
1571,0.0
1572,2126.6238091024115
1573,148620.0
1574,167009.18964740558
1575,118397.38328273765
1576,32017.405984522906
1577,2713.066961278407
1578,2949.931661637185
1579,0.0
1580,1507.6835512585376
1581,40531.069749323135
1582,8024.90784666938
1583,86360.0
1584,54977.81390813964
1585,0.0
1586,2222.1137105289126
1587,10506.155578331458
1588,0.0
1589,3517.0443053457075
1590,137240.0
1591,3366.3549253204446
1592,3860.9495137009203
1593,14439.40432250825
1594,14433.805518068493
1595,2161.5232481606363
1596,2441.693593690287
1597,1759.8817025304168
1598,4089.681737781047
1599,21105.461725564117
1600,128356.3805297327
1601,0.0
1602,2417.7374999766853
1603,2830.7869623761367
1604,4024.8251101375254
1605,2736.1658194177458
1606,0.0
1607,481225.62867013906
1608,8682.313390811181
1609,1785.304616874895
1610,1736.7626799495683
1611,244815.1666831978
1612,13783.339693549
1613,0.0
1614,20974.198200549352
1615,4895.8225592911695
1616,146959.3287267112
1617,106000.0
1618,0.0
1619,17603.719722186062
1620,17287.138009651775
1621,13637.237537689349
1622,2718.2247296265655
1623,72938.5466788186
1624,6919.689915291358
1625,7554.50208371415
1626,79828.48942230869
1627,242995.92452262662
1628,123578.4310379235
1629,4086.839519983044
1630,23739.288405159616
1631,5116.374862397702
1632,19454.121448627597
1633,160070.0
1634,95310.0
1635,1636.3979097223605
1636,125724.16767174326
1637,0.0
1638,0.0
1639,0.0
1640,2867.2537438024647
1641,10785.019467277722
1642,4064.100851294497
1643,224100.0
1644,5507.330315856117
1645,3325.6093764905213
1646,7444.62353591518
1647,131000.0
1648,478494.2623320381
1649,48697.48954727158
1650,12616.50317607814
1651,0.0
1652,0.0
1653,185648.32672999747
1654,21604.943702601326
1655,5586.336556844523
1656,149170.0
1657,14058.021291924235
1658,15865.560720244166
1659,2175.5849684682057
1660,14116.005866363523
1661,2429.894947587071
1662,57501.458259830135
1663,10722.607418700112
1664,103472.7996067442
1665,144443.45715038799
1666,140746.00796880788
1667,232050.0
1668,0.0
1669,27232.835211011876
1670,0.0
1671,0.0
1672,15367.322239488365
1673,8581.306389360936
1674,15456.31549748483
1675,2220.683656231042
1676,0.0
1677,50242.55092723187
1678,2972.9451347364957
1679,200294.04294928556
1680,38200.0
1681,503520.0
1682,149729.9939318861
1683,2123.669540837392
1684,2232.2791836766155
1685,2313.7282974754344
1686,11012.628314111651
1687,143950.0
1688,0.0
1689,10773.167904595435
1690,250604.9006507604
1691,0.0
1692,2360.4083495738
1693,26385.1983893393
1694,1979.7818174209967
1695,10942.933839905656
1696,4126.7523029160075
1697,1467.5421116730386
1698,90221.71131409565
1699,147426.13343144185
1700,11596.416821337298
1701,36469.595351767515
1702,163595.7359485531
1703,214362.01316910912
1704,4213.1161278306345
1705,71207.81255752828
1706,5084.383743530806
1707,2573.0598492742606
1708,1564.2886075988004
1709,749.0203664569283
1710,0.0
1711,0.0
1712,0.0
1713,138704.59734842795
1714,148800.3925699193
1715,186690.0
1716,436914.1531269716
1717,8481.483917274765
1718,2390.913436037714
1719,214550.0
1720,2882.3237690563287
1721,229348.31000282342
1722,16189.310906240256
1723,2963.5084381932525
1724,17638.999453431028
1725,168240.0
1726,6651.215169591898
1727,1351.9055904429033
1728,36225.69792956998
1729,24464.97212132965
1730,12189.507172741598
1731,4927.862701455333
1732,1721.3512212977553
1733,23172.973081868397
1734,137001.43679318536
1735,158023.01603856715
1736,974086.1870012501
1737,122007.81557291809
1738,12121.155720068837
1739,57848.995464376596
1740,2088.123959291524
1741,101436.82927746642
1742,302050.0
1743,7934.711971479578
1744,17611.499365973337
1745,174070.05896292016
1746,2088.829804227038
1747,21714.627670860405
1748,240500.0
1749,2198.153262937224
1750,15771.565338282626
1751,2933.1890444436663
1752,2511.7734974577675
1753,3095.8105589091397
1754,30770.9983635556
1755,308890.0
1756,0.0
1757,0.0
1758,2923.0513664472574
1759,22952.44773761459
1760,7324.024807261695
1761,71316.01047973927
1762,63295.2699867581
1763,0.0
1764,131828.03793052197
1765,141436.5829992946
1766,248145.8374193102
1767,9213.407472971996
1768,37864.33061295692
1769,8743.064077120684
1770,99059.71177819137
1771,3930.934848635905
1772,8560.03532325228
1773,235280.0
1774,1253.9503894812847
1775,27994.126938011817
1776,315864.72911044443
1777,0.0
1778,0.0
1779,16036.461632314122
1780,20795.34248296712
1781,484780.5628954342
1782,269900.0
1783,4319.689574945817
1784,23807.315623938346
1785,189538.9622803067
1786,1854.58977859827
1787,2399.834174654802
1788,3134.251586560858
1789,1542.2912418969252
1790,1912.183989500118
1791,0.0
1792,4962.768647675995
1793,631762.635213988
1794,236780.0
1795,4460.401291709211
1796,58340.0
1797,0.0
1798,0.0
1799,1077.578993893602
