id,x,y,idt,taxval,landuse,yearbuilt,storey,Str_old,Structures,type,Area_ft2,o_mph,o_DS1,o_DS2,o_DS3,o_DS4,o_dmg
146363,-77.612,34.903,26722,42180,Building Site,1960,1,Single Family,Single Family,A10,1192.482939,117.11,0.587,0.17,0.021,0.03,1
117246,-77.348,34.762,50539,114940,Residential,1996,2,Single Family,Single Family,A30,990.4886701,135.5,0.956,0.726,0.449,0.337,4
53701,-77.411,34.83,156968,194050,Residential,2013,2,Single Family,Single Family,A26,1952.031934,128.51,0.944,0.759,0.481,0.38,3
53716,-77.411,34.83,156968,194050,Residential,2013,2,Single Family,Single Family,A26,2321.270852,128.51,0.944,0.759,0.481,0.38,4
40145,-77.458,34.758,20738,24410,Residential,1980,1,Singlewide M/H,Singlewide M/H,B35,1002.125357,132.27,0.607,0.44,0.134,0.1,0
68533,-77.458,34.758,20738,24410,Residential,1980,1,Singlewide M/H,Singlewide M/H,B35,1500.873889,132.28,0.608,0.44,0.135,0.1,4
146969,-77.563,34.91,13380,170550,Building Site,1990,1,Single Family,Single Family,A14,3631.198283,118.26,0.501,0.092,0.009,0.004,1
40342,-77.311,34.757,69926,179130,Residential,2007,1,Single Family,Single Family,A62,2568.715911,136.98,0.861,0.445,0.155,0.119,0
20635,-77.411,34.523,74477,297340,Residential,2010,2,Single Family,Single Family,A30,2818.59414,150.33,0.993,0.929,0.793,0.671,3
47906,-77.452,34.8,75162,200740,Residential,2009,1,Single Family,Single Family,A58,2803.720891,129.45,0.83,0.373,0.156,0.149,1
61474,-77.317,34.919,156051,310550,Building Site Off-Road,2014,1,Single Family,Single Family,A58,4143.481854,125.09,0.761,0.272,0.093,0.092,1
78856,-77.363,34.52,41475,286480,Waterfront Sound,1984,3,Beach Duplex,Beach Duplex,A30,1453.474516,151.54,0.994,0.937,0.813,0.695,4
139612,-77.465,34.828,43436,142210,Residential,2003,1,Single Family,Single Family,A62,2127.796779,126.98,0.706,0.221,0.044,0.035,0
77761,-77.401,34.502,48581,225000,Building Only (No Land),1988,1,Beach Condo,Beach Condo,C14,57127.37756,151.78,0.986,0.796,0.293,0,2
49912,-77.514,34.812,157766,187790,Residential,2013,2,Single Family,Single Family,A30,1633.407059,126.44,0.888,0.509,0.225,0.159,2
112261,-77.493,34.756,23371,73830,Building Site,1957,1,Single Family,Single Family,A10,2054.851259,131.12,0.848,0.495,0.184,0.174,4
72480,-77.491,34.854,32638,145190,Golf Course Lot,1983,2,Single Family,Single Family,A26,2723.167135,124.33,0.912,0.666,0.364,0.281,0
134682,-77.412,34.806,67418,171790,Residential,2006,2,Single Family,Single Family,A30,1555.600673,130.26,0.923,0.607,0.313,0.227,4
18262,-77.563,34.479,74723,231240,Residential,2009,1,Single Family,Single Family,A62,2810.482827,148.34,0.951,0.701,0.386,0.304,1
31157,-77.142,34.705,76589,208010,Residential,2011,2,Single Family,Single Family,A26,1613.305553,146.37,0.994,0.963,0.872,0.782,4
119326,-77.297,34.765,22523,75980,Townhome,1999,2,Town Home,Town Home,B32,3927.269322,136.97,0.44,0.099,0.012,0.009,1
69851,-77.411,34.782,3030,114280,Residential,1977,2,Single Family,Single Family,A26,2458.277281,132.1,0.963,0.825,0.581,0.47,2
73703,-77.512,34.927,7914,350770,Building Site,1989,1,Duplex,Duplex,A10,2297.976191,118.69,0.624,0.2,0.029,0.039,0
148020,-77.511,34.923,7914,350770,Building Site,1989,1,Duplex,Duplex,A10,2235.237249,118.95,0.63,0.205,0.031,0.04,0
148146,-77.512,34.927,7914,350770,Building Site,1989,1,Duplex,Duplex,A10,2366.883086,118.72,0.624,0.2,0.029,0.039,0
50055,-77.404,34.811,151387,98700,Townhome,2010,2,Town Home,Town Home,B32,4181.229485,130.1,0.302,0.04,0.003,0.002,0
146123,-77.551,34.901,8054,73060,Residential,1950,1,Single Family,Single Family,A10,2342.397127,119.23,0.636,0.211,0.032,0.042,1
76601,-77.56,34.486,13901,72270,Building Site,2008,1,Singlewide M/H,Singlewide M/H,B32,1087.691296,147.91,0.655,0.278,0.067,0.054,1
88205,-77.203,34.676,46927,112450,Residential,1995,1,Single Family,Single Family,A62,2005.699045,146.53,0.941,0.664,0.344,0.269,3
88243,-77.204,34.676,46927,112450,Residential,1995,1,Single Family,Single Family,A62,2147.309549,146.51,0.941,0.664,0.343,0.269,2
122336,-77.412,34.772,15458,101410,Residential,1961,1,Single Family,Single Family,A14,672.5317461,132.83,0.815,0.36,0.094,0.053,2
122391,-77.411,34.772,15458,101410,Residential,1961,1,Single Family,Single Family,A14,1986.637954,132.83,0.815,0.36,0.094,0.053,2
70241,-77.444,34.79,59022,165630,Residential,1999,1,Single Family,Single Family,A62,542.3167617,130.47,0.769,0.293,0.072,0.057,1
130713,-77.443,34.79,59022,165630,Residential,1999,1,Single Family,Single Family,A62,2594.19806,130.47,0.769,0.293,0.072,0.057,2
82422,-77.373,34.552,6428,111240,Building Site,1953,1,Single Family,Single Family,A10,1462.516701,149.53,0.975,0.861,0.661,0.562,4
70538,-77.424,34.797,14489,91960,Residential,1965,1,Single Family,Single Family,A10,586.6094894,130.57,0.84,0.481,0.173,0.165,1
132793,-77.424,34.797,14489,91960,Residential,1965,1,Single Family,Single Family,A10,1571.229484,130.58,0.841,0.481,0.174,0.165,4
130893,-77.445,34.79,60229,172040,Residential,2004,1,Single Family,Single Family,A62,2838.748374,130.39,0.768,0.292,0.072,0.056,1
74051,-77.519,34.442,66911,263200,Townhome,2004,2,Beach Townhome,Beach Townhome,C24,7375.000839,151.74,0.998,0.937,0.562,0.178,2
65429,-77.207,34.691,18236,84080,Residential,1970,1,Single Family,Single Family,A10,1787.044541,145.37,0.961,0.802,0.553,0.469,1
93488,-77.553,34.704,31434,109020,Building Site Off-Road,2018,1,Multi-Section MH,Multi-Section MH,B32,818.1441551,132.84,0.356,0.059,0.005,0.004,1
93531,-77.552,34.704,31434,109020,Building Site Off-Road,2018,1,Multi-Section MH,Multi-Section MH,B32,1179.434019,132.84,0.356,0.059,0.005,0.004,1
79278,-77.349,34.524,31597,45580,Building Only (No Land),1980,1,Beach Condo,Beach Condo,C14,8408.01942,151.76,0.986,0.795,0.292,0,2
108122,-77.445,34.748,42795,55320,Residential,1955,1,Single Family,Single Family,A14,1224.469535,133.43,0.824,0.374,0.101,0.058,0
59013,-77.502,34.89,75499,138030,Residential,2009,1,Single Family,Single Family,A62,1991.784259,121.45,0.589,0.127,0.017,0.015,2
121018,-77.382,34.769,6352,35260,Townhome,1978,2,Town Home,Town Home,B35,6141.049379,134,0.645,0.483,0.162,0.119,2
108626,-77.372,34.748,34502,50970,Residential,1982,1,Duplex,Duplex,A10,2111.227618,135.86,0.9,0.612,0.293,0.26,4
95227,-77.285,34.71,10611,28770,Residential,1999,1,Singlewide M/H,Singlewide M/H,B32,1264.255046,141.28,0.528,0.157,0.025,0.019,1
129039,-77.362,34.784,35594,128010,Residential,1988,1,Single Family,Single Family,A10,1728.268595,133.37,0.875,0.552,0.233,0.213,0
42045,-77.325,34.765,157166,253040,Residential,2015,2,Single Family,Single Family,A18,2436.077579,135.94,0.976,0.872,0.566,0.249,2
123395,-77.416,34.774,2432,120770,Residential,1978,1,Single Family,Single Family,A14,2261.098546,132.52,0.81,0.352,0.091,0.051,1
100872,-77.329,34.73,35437,124130,Residential,1986,1,Single Family,Single Family,A10,2115.970084,138.55,0.922,0.673,0.364,0.316,1
86603,-77.213,34.666,35511,128780,Residential,2005,1,Single Family,Single Family,A62,2003.208255,146.89,0.943,0.671,0.352,0.276,0
129102,-77.361,34.784,44269,112930,Residential,1986,1,Single Family,Single Family,A14,1718.369459,133.41,0.824,0.373,0.101,0.058,0
132286,-77.442,34.795,66668,218570,Residential,2005,2,Single Family,Single Family,A30,2085.745916,130.12,0.922,0.603,0.31,0.224,1
50551,-77.463,34.815,12064,118520,Residential,1971,1,Single Family,Single Family,A10,511.9538071,128.02,0.804,0.416,0.128,0.128,2
136817,-77.463,34.814,12064,118520,Residential,1971,1,Single Family,Single Family,A10,918.4116294,128.03,0.804,0.417,0.128,0.128,2
136872,-77.463,34.815,12064,118520,Residential,1971,1,Single Family,Single Family,A10,1890.51552,128.02,0.804,0.416,0.128,0.128,2
127890,-77.419,34.783,19540,53540,Townhome,1979,2,Town Home,Town Home,B35,6994.680899,131.78,0.596,0.428,0.127,0.095,0
106695,-77.423,34.746,29128,67210,Residential,1943,1,Single Family,Single Family,A10,1299.940708,134.41,0.886,0.577,0.258,0.232,1
143767,-77.64,34.864,50572,82240,Building Site,1971,1,Single Family,Single Family,A14,2356.595539,118.69,0.512,0.097,0.01,0.004,0
143796,-77.64,34.864,50572,82240,Building Site,1971,1,Single Family,Single Family,A14,716.725488,118.67,0.512,0.097,0.01,0.004,1
53317,-77.411,34.828,156074,207540,Residential,2012,2,Single Family,Single Family,A26,1874.466183,128.65,0.945,0.762,0.485,0.384,4
53359,-77.411,34.828,156074,207540,Residential,2012,2,Single Family,Single Family,A26,2305.898827,128.65,0.945,0.762,0.485,0.384,4
139055,-77.581,34.827,4928,104890,Building Site,1963,1,Single Family,Single Family,A10,3582.072535,123.04,0.716,0.294,0.062,0.071,0
133744,-77.458,34.802,7691,57900,Residential,1973,1,Single Family,Single Family,A10,1618.603354,129.09,0.82,0.443,0.146,0.143,2
76804,-77.43,34.487,48028,770220,Waterfront Ocean,2004,2,Beach House,Beach House,A30,1592.575075,151.9,0.994,0.94,0.819,0.702,4
90107,-77.206,34.685,58622,63500,Residential,2001,1,Duplex,Duplex,A58,2774.041242,145.85,0.965,0.749,0.53,0.481,4
55809,-77.561,34.845,64154,181970,Residential,2006,2,Single Family,Single Family,A26,1918.890692,122.61,0.895,0.623,0.318,0.243,0
34125,-77.232,34.723,64755,90780,Residential,2000,1,Multi-Section MH,Multi-Section MH,B32,1922.273931,142.3,0.548,0.174,0.03,0.023,1
34139,-77.232,34.723,64755,90780,Residential,2000,1,Multi-Section MH,Multi-Section MH,B32,2217.690976,142.31,0.549,0.174,0.03,0.023,4
120075,-77.332,34.766,50324,32180,Building Site,1945,1,Single Family,Single Family,A10,1233.975687,135.6,0.897,0.606,0.287,0.255,4
109135,-77.365,34.749,24684,116350,Residential,1978,2,Single Family,Single Family,A26,1573.291016,136.02,0.977,0.88,0.68,0.567,4
68824,-77.431,34.763,29545,151940,Residential,1958,1,Single Family,Single Family,A10,3074.017919,132.88,0.869,0.539,0.222,0.204,2
107210,-77.361,34.745,30426,59750,Townhome,2004,1,Town Home,Town Home,B32,5082.337737,136.4,0.428,0.093,0.011,0.008,1
79614,-77.491,34.529,63910,208920,Building Site Off-Road,2003,2,Single Family,Single Family,A26,1805.621478,147.75,0.995,0.969,0.889,0.804,4
67817,-77.493,34.746,29159,111070,Residential,1983,1,Single Family,Single Family,A10,1843.637121,131.85,0.857,0.514,0.2,0.186,1
106092,-77.493,34.745,29159,111070,Residential,1983,1,Single Family,Single Family,A10,524.756825,131.87,0.857,0.514,0.2,0.187,2
98574,-77.478,34.723,20520,52690,Residential,1955,1,Single Family,Single Family,A10,1602.769891,134.01,0.881,0.567,0.248,0.225,4
94593,-77.126,34.705,46033,169520,Building Site,1988,1,Single Family,Single Family,A10,3036.476527,146.98,0.967,0.826,0.596,0.505,0
128824,-77.389,34.784,49085,110630,Residential,1990,1,Single Family,Single Family,A10,1919.624264,132.6,0.866,0.532,0.216,0.199,2
144720,-77.234,34.876,50087,43130,Building Site,1987,1,Singlewide M/H,Singlewide M/H,B35,1704.643628,131.2,0.583,0.414,0.119,0.09,2
83000,-77.426,34.56,66369,169020,Residential,2005,1,Single Family,Single Family,A58,2351.174357,147.49,0.97,0.778,0.57,0.518,4
52231,-77.399,34.822,152499,192580,Residential,2011,2,Single Family,Single Family,A30,1560.709998,129.41,0.916,0.586,0.293,0.211,2
127625,-77.432,34.782,19289,158460,Residential,1979,2,Single Family,Single Family,A26,1904.757636,131.37,0.96,0.813,0.561,0.452,2
78593,-77.383,34.516,23861,195320,Residential,2005,2,Single Family,Single Family,A26,1368.560745,151.32,0.997,0.981,0.925,0.855,4
135782,-77.464,34.81,47375,129200,Residential,1992,1,Single Family,Single Family,A10,2679.573558,128.31,0.808,0.424,0.132,0.132,4
114853,-77.32,34.758,22026,106060,Residential,1978,1,Single Family,Single Family,A10,2015.677964,136.57,0.906,0.628,0.312,0.275,1
63908,-77.362,34.549,31696,258750,Waterfront ICW,1997,1,Multi-Section MH,Multi-Section MH,B32,3120.947248,150.04,0.691,0.323,0.088,0.071,1
74586,-77.51,34.448,65310,374770,Waterview,2004,2,Beach House,Beach House,A26,929.7162161,151.74,0.997,0.982,0.928,0.86,4
21545,-77.436,34.532,67311,209500,Residential,2007,1,Single Family,Single Family,A62,2995.782402,149.14,0.955,0.716,0.404,0.319,4
104931,-77.565,34.744,6569,20660,Building Site,1981,1,Singlewide M/H,Singlewide M/H,B35,1023.143655,129.5,0.544,0.372,0.097,0.074,2
104971,-77.565,34.744,6569,20660,Building Site,1981,1,Singlewide M/H,Singlewide M/H,B35,506.5305844,129.48,0.543,0.372,0.097,0.074,0
121863,-77.425,34.771,9724,115910,Residential,1956,1,Single Family,Single Family,A10,2164.740398,132.47,0.864,0.529,0.213,0.197,2
117423,-77.437,34.764,9917,101300,Residential,1958,1,Single Family,Single Family,A14,1437.802639,132.6,0.811,0.354,0.092,0.051,2
117445,-77.437,34.764,9917,101300,Residential,1958,1,Single Family,Single Family,A14,834.6462107,132.59,0.811,0.354,0.092,0.051,2
73067,-77.562,34.89,13375,81230,Residential,1972,1,Single Family,Single Family,A10,914.3413486,119.59,0.644,0.218,0.034,0.044,0
145260,-77.561,34.89,13375,81230,Residential,1972,1,Single Family,Single Family,A10,1827.846962,119.61,0.644,0.218,0.035,0.044,2
134353,-77.462,34.805,45616,114120,Residential,1987,1,Single Family,Single Family,A14,2189.820739,128.72,0.744,0.267,0.055,0.029,1
89930,-77.156,34.683,53691,750430,Waterfront River/Creek,2006,3,Single Family,Single Family,A30,2208.983445,147.46,0.99,0.904,0.739,0.612,4
114562,-77.534,34.76,6437,83400,Residential,1974,1,Single Family,Single Family,A14,1606.136249,129.26,0.754,0.279,0.059,0.031,2
88635,-77.534,34.683,19826,144990,Building Site,1958,1,Singlewide M/H,Singlewide M/H,B37,1202.566088,135.02,0.674,0.542,0.273,0.235,0
88636,-77.534,34.683,19826,144990,Building Site,1958,1,Singlewide M/H,Singlewide M/H,B37,1804.339473,135.02,0.675,0.542,0.273,0.235,2
88661,-77.534,34.683,19826,144990,Building Site,1958,1,Singlewide M/H,Singlewide M/H,B37,1883.4092,135.01,0.674,0.542,0.273,0.234,0
130015,-77.445,34.788,36857,190620,Residential,2003,1,Single Family,Single Family,A58,2864.57695,130.55,0.845,0.401,0.175,0.166,0
145598,-77.573,34.896,13312,185270,Building Site,1959,1,Single Family,Single Family,A14,1986.0725,118.84,0.516,0.099,0.01,0.004,2
145616,-77.573,34.897,13312,185270,Building Site,1959,1,Single Family,Single Family,A14,2437.880897,118.82,0.515,0.099,0.01,0.004,1
120320,-77.349,34.767,42184,50100,Residential,1984,1,Duplex,Duplex,A14,1911.290963,135.07,0.847,0.413,0.123,0.072,1
105191,-77.131,34.738,49481,291290,Waterview,1993,1,Single Family,Single Family,A58,4020.508515,144.67,0.96,0.727,0.5,0.454,4
26183,-77.138,34.675,54003,324690,Residential,2009,1,Single Family,Single Family,A58,3184.401838,148.53,0.974,0.795,0.595,0.541,4
125345,-77.431,34.778,10314,135680,Residential,1959,1,Single Family,Single Family,A14,2726.805285,131.73,0.797,0.334,0.082,0.045,2
124556,-77.419,34.776,11090,103540,Residential,1977,1,Single Family,Single Family,A14,2155.415473,132.24,0.806,0.346,0.088,0.049,2
89191,-77.509,34.685,29090,44730,Building Site,1948,1,Single Family,Single Family,A14,1617.687864,135.64,0.855,0.427,0.131,0.077,2
89215,-77.509,34.685,29090,44730,Building Site,1948,1,Single Family,Single Family,A14,529.6409644,135.63,0.855,0.426,0.13,0.077,2
72576,-77.494,34.86,35703,185580,Residential,1987,2,Single Family,Single Family,A30,2105.652729,123.84,0.857,0.44,0.172,0.121,2
59105,-77.513,34.892,72551,152480,Residential,2008,2,Single Family,Single Family,A30,1356.946278,121.01,0.816,0.366,0.124,0.086,1
18304,-77.561,34.479,74034,222130,Residential,2009,1,Single Family,Single Family,A58,2638.360045,148.36,0.973,0.792,0.591,0.538,4
39753,-77.347,34.755,74496,188100,Residential,2008,2,Single Family,Single Family,A30,2952.913553,136.1,0.959,0.738,0.465,0.35,1
114550,-77.365,34.758,60174,141940,Residential,2001,1,Single Family,Single Family,A58,2599.764691,135.29,0.898,0.518,0.271,0.25,2
46573,-77.408,34.791,150706,5696589,Commercial/Ind/Secondary,0,1,HOTEL/CLUB,HOTEL/CLUB,C14,28077.979,131.53,0.865,0.357,0.032,0,1
59087,-77.51,34.892,157230,194270,Residential,2013,2,Single Family,Single Family,A26,1709.115429,121.12,0.878,0.583,0.279,0.212,1
49689,-77.403,34.81,157519,103470,Townhome,2013,2,Town Home,Town Home,B32,4181.224488,130.25,0.305,0.041,0.003,0.002,0
117359,-77.611,34.766,160000,37240,Building Site,1986,1,Multi-Section MH,Multi-Section MH,B35,1507.167199,126.46,0.471,0.3,0.065,0.052,0
131330,-77.433,34.791,53824,603090,Commercial,0,1,OFFICES/SERVICES,OFFICES/SERVICES,F16,6386.630549,130.7,0.936,0.863,0.717,0,2
145059,-77.241,34.882,57237,71800,Residential,2002,1,Multi-Section MH,Multi-Section MH,B32,1399.792566,130.53,0.31,0.042,0.003,0.002,0
83413,-77.402,34.565,66502,39480,Residential,1990,1,Multi-Section MH,Multi-Section MH,B35,1070.826157,147.72,0.869,0.779,0.46,0.333,3
74423,-77.513,34.447,5936,113860,Residential,1997,1,Singlewide M/H,Singlewide M/H,B32,977.1154973,151.7,0.719,0.36,0.107,0.088,1
66062,-77.182,34.704,14617,62760,Residential,1980,1,Multi-Section MH,Multi-Section MH,B35,1917.668833,145.23,0.839,0.735,0.399,0.287,2
94409,-77.182,34.705,14617,62760,Residential,1980,1,Multi-Section MH,Multi-Section MH,B35,2195.296041,145.22,0.839,0.735,0.399,0.287,4
119823,-77.412,34.767,40887,97430,Residential,1999,1,Single Family,Single Family,A62,1355.150559,133.15,0.811,0.354,0.102,0.079,1
113363,-77.372,34.757,49053,139690,Residential,1991,1,Single Family,Single Family,A14,739.4023313,135.24,0.85,0.417,0.125,0.073,0
113369,-77.371,34.757,49053,139690,Residential,1991,1,Single Family,Single Family,A14,2204.255253,135.25,0.85,0.417,0.125,0.073,0
35226,-77.19,34.728,157931,269730,Residential,2013,2,Single Family,Single Family,A26,2730.066127,143.26,0.991,0.946,0.827,0.726,2
73357,-77.544,34.904,39673,158540,Residential,1985,2,Single Family,Single Family,A30,2425.008395,119.27,0.788,0.321,0.099,0.069,1
146538,-77.544,34.904,39673,158540,Residential,1985,2,Single Family,Single Family,A30,1417.091717,119.27,0.788,0.322,0.099,0.069,1
87745,-77.138,34.673,54017,329170,Residential,2004,2,Single Family,Single Family,A30,2509.625926,148.64,0.991,0.915,0.762,0.637,2
91684,-77.14,34.689,52466,211080,Residential,2003,2,Single Family,Single Family,A26,1921.643454,147.47,0.995,0.968,0.886,0.8,4
131232,-77.446,34.791,60222,169700,Residential,2003,1,Single Family,Single Family,A58,2806.423752,130.29,0.842,0.394,0.171,0.162,1
69817,-77.36,34.781,27352,142930,Residential,1972,2,Single Family,Single Family,A30,2214.241736,133.73,0.947,0.688,0.402,0.298,2
131083,-77.441,34.791,55925,165640,Residential,1997,2,Single Family,Single Family,A26,2198.606699,130.48,0.955,0.797,0.536,0.429,4
49186,-77.407,34.808,69802,55200,Townhome,2006,2,Town Home,Town Home,B32,3515.747643,130.3,0.306,0.041,0.003,0.002,1
96483,-77.18,34.713,6466,106160,Residential,1964,1,Single Family,Single Family,A10,2989.888012,144.69,0.958,0.791,0.534,0.453,2
96529,-77.181,34.713,6466,106160,Residential,1964,1,Single Family,Single Family,A10,896.2111485,144.66,0.958,0.79,0.534,0.453,4
84850,-77.478,34.656,7608,108690,Building Site,1960,1,Single Family,Single Family,A14,2341.964326,138.85,0.892,0.504,0.181,0.113,4
124642,-77.365,34.776,11891,102480,Residential,1958,1,Single Family,Single Family,A14,1688.622271,133.95,0.832,0.386,0.108,0.062,2
124805,-77.365,34.776,11891,102480,Residential,1958,1,Single Family,Single Family,A14,705.7932774,133.92,0.831,0.385,0.107,0.062,1
91052,-77.119,34.687,16056,125014,Waterfront River/Creek,0,1,RETAIL,RETAIL,D10,2974.857878,148.32,0.864,0.72,0.554,0.447,2
94751,-77.182,34.707,19676,45030,Residential,1979,1,Multi-Section MH,Multi-Section MH,B35,2863.388676,145.07,0.837,0.732,0.395,0.284,4
71433,-77.234,34.816,27096,150640,Building Site,1959,1,Single Family,Single Family,A10,1005.685469,135.31,0.895,0.599,0.279,0.25,0
137811,-77.234,34.815,27096,150640,Building Site,1959,1,Single Family,Single Family,A10,2128.038346,135.37,0.895,0.6,0.281,0.251,1
137849,-77.234,34.815,27096,150640,Building Site,1959,1,Single Family,Single Family,A10,642.8219225,135.35,0.895,0.6,0.281,0.25,4
46411,-77.393,34.79,66876,155840,Residential,2006,2,Single Family,Single Family,A26,1400.188404,132.04,0.963,0.824,0.579,0.469,3
47135,-77.434,34.795,76699,59340,Townhome,2010,2,Town Home,Town Home,B32,4279.950428,130.41,0.308,0.042,0.003,0.002,0
42474,-77.41,34.767,4875,117640,Residential,2007,1,Single Family,Single Family,A62,1569.277888,133.2,0.812,0.355,0.102,0.079,1
122805,-77.444,34.773,53030,202180,Residential,1996,1,Single Family,Single Family,A62,2645.323847,131.67,0.789,0.32,0.085,0.066,1
39626,-77.347,34.754,74486,174410,Waterfront River/Creek,2013,2,Single Family,Single Family,A30,1378.37197,136.14,0.959,0.739,0.466,0.351,2
29530,-77.202,34.694,75753,244700,Residential,2014,2,Single Family,Single Family,A26,2256.211808,145.31,0.993,0.958,0.858,0.764,2
61576,-77.514,34.923,76628,146150,Residential,2010,2,Single Family,Single Family,A26,1744.558205,118.87,0.849,0.522,0.225,0.17,2
47120,-77.434,34.795,76726,59340,Townhome,2010,2,Town Home,Town Home,B32,4278.991551,130.39,0.308,0.041,0.003,0.002,0
54346,-77.48,34.834,152854,232430,Residential,2011,2,Single Family,Single Family,A26,2342.315345,126.09,0.927,0.707,0.413,0.321,2
17462,-77.48,34.464,16139,816400,Waterfront Ocean,2015,3,Beach House,Beach House,A18,1352.894345,151.86,0.997,0.98,0.88,0.629,4
117814,-77.398,34.764,24111,75230,Building Site,1988,1,Single Family,Single Family,A10,1121.083897,133.87,0.88,0.564,0.245,0.222,1
117525,-77.327,34.762,23543,88550,Residential,1970,1,Single Family,Single Family,A14,1998.478116,136.05,0.86,0.436,0.136,0.081,1
126976,-77.384,34.78,53793,44200,Townhome,1998,1,Town Home,Town Home,B32,5215.368069,133.04,0.36,0.06,0.005,0.004,0
88014,-77.477,34.679,58488,132500,Residential,1998,1,Single Family,Single Family,A58,2070.410659,137.13,0.914,0.563,0.314,0.287,0
53019,-77.402,34.827,155979,170960,Residential,2012,1,Single Family,Single Family,A62,2499.980986,129,0.744,0.262,0.059,0.047,2
53340,-77.404,34.828,159048,164290,Residential,2014,1,Single Family,Single Family,A58,2330.700515,128.85,0.821,0.359,0.146,0.14,1
49052,-77.413,34.807,64117,167890,Residential,2006,2,Single Family,Single Family,A26,1855.033921,130.17,0.953,0.791,0.528,0.421,1
67312,-77.24,34.732,71567,294470,Commercial,0,1,RESTAURANT,RESTAURANT,F16,1061.763665,141.38,0.978,0.944,0.864,0.001,3
101805,-77.238,34.731,71567,294470,Commercial,0,1,RESTAURANT,RESTAURANT,F16,1254.175929,141.5,0.978,0.944,0.865,0.001,3
101884,-77.239,34.731,71567,294470,Commercial,0,1,RESTAURANT,RESTAURANT,F16,520.7859092,141.47,0.978,0.944,0.865,0.001,3
101927,-77.239,34.731,71567,294470,Commercial,0,1,RESTAURANT,RESTAURANT,F16,2549.618165,141.47,0.978,0.944,0.865,0.001,3
102130,-77.239,34.732,71567,294470,Commercial,0,1,RESTAURANT,RESTAURANT,F16,1134.65926,141.44,0.978,0.944,0.864,0.001,3
102331,-77.239,34.732,71567,294470,Commercial,0,1,RESTAURANT,RESTAURANT,F16,1536.878221,141.38,0.978,0.944,0.864,0.001,3
102645,-77.24,34.733,71567,294470,Commercial,0,1,RESTAURANT,RESTAURANT,F16,642.4196231,141.3,0.978,0.943,0.863,0.001,3
137879,-77.465,34.818,31167,133640,Residential,1982,1,Single Family,Single Family,A10,2740.350145,127.69,0.799,0.408,0.122,0.123,0
101841,-77.328,34.732,46081,123890,Residential,1988,1,Single Family,Single Family,A14,1589.458393,138.39,0.887,0.493,0.173,0.107,2
22249,-77.48,34.542,154074,172000,Residential,2011,2,Single Family,Single Family,A26,1347.243887,147.21,0.995,0.967,0.883,0.796,4
123935,-77.404,34.775,757,130690,Residential,1973,2,Single Family,Single Family,A26,2499.454463,132.82,0.966,0.836,0.6,0.488,2
136395,-77.463,34.813,63723,146160,Residential,2004,1,Single Family,Single Family,A62,2404.685647,128.14,0.729,0.244,0.052,0.041,0
117087,-77.362,34.762,39313,199140,Residential,1988,2,Single Family,Single Family,A26,1804.505883,135.08,0.974,0.869,0.658,0.544,2
110834,-77.489,34.754,53848,112240,Residential,1996,1,Single Family,Single Family,A62,2054.60785,131.46,0.786,0.315,0.082,0.064,2
64446,-77.155,34.664,7696,493850,Waterfront River/Creek,1977,1,Single Family,Single Family,A10,5477.736342,148.76,0.973,0.851,0.642,0.545,3
44453,-77.554,34.78,23557,229870,Building Site Off-Road,2007,1,Single Family,Single Family,A62,609.8525761,127.12,0.709,0.223,0.045,0.036,1
44524,-77.554,34.781,23557,229870,Building Site Off-Road,2007,1,Single Family,Single Family,A62,4185.032389,127.11,0.709,0.223,0.045,0.036,0
79302,-77.349,34.524,24043,53000,Building Only (No Land),1980,1,Beach Condo,Beach Condo,C14,8430.455832,151.77,0.986,0.796,0.293,0,2
129738,-77.435,34.787,44778,196050,Residential,1987,2,Single Family,Single Family,A26,2140.722495,130.95,0.957,0.805,0.549,0.441,2
124389,-77.409,34.776,54143,175160,Residential,1999,2,Single Family,Single Family,A30,2024.784871,132.62,0.94,0.663,0.373,0.274,2
78635,-77.472,34.518,54486,72000,Building Site,2000,1,Multi-Section MH,Multi-Section MH,B32,1528.796166,149,0.674,0.301,0.077,0.062,1
54854,-77.533,34.838,4314,91990,Building Site,1970,1,Single Family,Single Family,A14,976.3582336,124.04,0.644,0.176,0.026,0.013,0
141236,-77.532,34.838,4314,91990,Building Site,1970,1,Single Family,Single Family,A14,1711.452355,124.03,0.644,0.176,0.026,0.013,0
67246,-77.234,34.73,60818,127590,Residential,2001,1,Single Family,Single Family,A58,2223.589435,141.71,0.945,0.667,0.426,0.387,1
101398,-77.234,34.73,60818,127590,Residential,2001,1,Single Family,Single Family,A58,2248.766317,141.73,0.945,0.667,0.426,0.387,4
19822,-77.458,34.507,65992,244650,Residential,2007,2,Single Family,Single Family,A26,2054.821654,150.1,0.997,0.977,0.914,0.839,2
125907,-77.439,34.779,21803,145680,Residential,1967,2,Single Family,Single Family,A26,1861.749891,131.39,0.96,0.813,0.561,0.452,4
139380,-77.516,34.828,27595,73210,Building Site,1972,1,Single Family,Single Family,A14,1998.511874,125.3,0.673,0.199,0.033,0.016,0
99076,-77.522,34.726,30142,85040,Residential,1982,1,Single Family,Single Family,A14,1641.460107,132.1,0.803,0.343,0.086,0.048,1
32188,-77.557,34.716,42420,219780,Mobile Home Park,2017,1,Multi-Section MH,Multi-Section MH,B32,972.8295381,131.81,0.335,0.051,0.004,0.003,0
