id,x,y,idt,taxval,landuse,yearbuilt,storey,Str_old,Structures,type,Area_ft2,o_mph,o_DS1,o_DS2,o_DS3,o_DS4,o_dmg
123730,-77.364,34.774,2551,177230,Residential,1979,1,Single Family,Single Family,A14,2718.110465,134.11,0.834,0.39,0.11,0.063,1
78573,-77.372,34.516,16971,405790,Waterfront Canal,1975,2,Beach House,Beach House,A30,2749.383671,151.54,0.994,0.937,0.813,0.695,4
78586,-77.372,34.516,16971,405790,Waterfront Canal,1975,2,Beach House,Beach House,A30,513.4794366,151.52,0.994,0.937,0.813,0.695,4
71868,-77.466,34.832,60528,157350,Residential,2001,1,Single Family,Single Family,A58,3180.768979,126.71,0.789,0.308,0.114,0.111,1
64656,-77.16,34.672,6830,205670,Waterfront River/Creek,1996,1,Single Family,Single Family,A62,1668.886688,148.12,0.95,0.696,0.381,0.299,1
87530,-77.159,34.672,6830,205670,Waterfront River/Creek,1996,1,Single Family,Single Family,A62,1808.323944,148.14,0.95,0.696,0.381,0.3,2
42960,-77.492,34.771,26976,101220,Residential,1971,1,Single Family,Single Family,A14,1659.326928,130.16,0.77,0.298,0.067,0.036,0
121212,-77.491,34.771,26976,101220,Residential,1971,1,Single Family,Single Family,A14,506.4862656,130.17,0.771,0.299,0.067,0.036,2
18081,-77.567,34.477,156719,246410,Residential,2012,1,Single Family,Single Family,A58,2883.075974,148.34,0.973,0.792,0.59,0.537,4
110285,-77.373,34.751,6734,108560,Residential,1972,1,Single Family,Single Family,A10,2210.014105,135.63,0.898,0.606,0.287,0.256,1
136930,-77.44,34.814,36930,90290,Residential,2003,1,Multi-Section MH,Multi-Section MH,B32,2204.803531,128.77,0.277,0.032,0.002,0.001,0
20543,-77.472,34.522,65499,75290,Building Site,1985,1,Single Family,Single Family,A14,1777.664832,148.72,0.961,0.72,0.387,0.278,4
20023,-77.383,34.51,67206,283150,Waterview,2006,2,Beach Duplex,Beach Duplex,A30,2039.231688,151.66,0.994,0.938,0.815,0.698,3
70744,-77.459,34.804,4837,97420,Residential,1972,1,Single Family,Single Family,A10,1747.990186,128.94,0.818,0.44,0.143,0.141,1
101532,-77.236,34.73,43348,104970,Residential,1986,1,Single Family,Single Family,A14,1815.297395,141.65,0.918,0.57,0.233,0.151,0
61332,-77.614,34.921,155709,154410,Residential,2013,1,Single Family,Single Family,A58,2425.439001,115.96,0.567,0.108,0.022,0.025,1
52587,-77.406,34.825,157419,225730,Residential,2013,2,Single Family,Single Family,A26,2149.220384,129.04,0.947,0.77,0.496,0.393,1
121459,-77.39,34.77,9075,69670,Residential,1958,1,Single Family,Single Family,A10,1728.751515,133.66,0.878,0.559,0.24,0.218,2
51328,-77.356,34.817,34697,52370,Building Site Off-Road,1940,1,Single Family,Single Family,A14,774.5380696,131.08,0.786,0.319,0.076,0.041,1
137787,-77.355,34.816,34697,52370,Building Site Off-Road,1940,1,Single Family,Single Family,A14,1767.787802,131.1,0.787,0.319,0.076,0.041,0
98199,-77.483,34.722,34712,30890,Building Site,1986,1,Singlewide M/H,Singlewide M/H,B35,997.558225,133.92,0.644,0.481,0.16,0.118,0
98296,-77.483,34.722,34712,30890,Building Site,1986,1,Singlewide M/H,Singlewide M/H,B35,764.2876465,133.9,0.643,0.481,0.16,0.118,1
98326,-77.483,34.722,34712,30890,Building Site,1986,1,Singlewide M/H,Singlewide M/H,B35,557.7551782,133.89,0.643,0.481,0.16,0.118,3
136532,-77.455,34.813,41013,109410,Residential,1983,1,Single Family,Single Family,A14,2192.047456,128.4,0.737,0.26,0.052,0.027,2
107972,-77.361,34.747,41441,50180,Residential,1983,1,Duplex,Duplex,A14,2476.223306,136.3,0.863,0.442,0.14,0.084,1
41333,-77.504,34.764,75388,181590,Residential,2009,1,Single Family,Single Family,A58,2544.841567,130.21,0.84,0.392,0.169,0.16,1
45943,-77.559,34.789,151785,171810,Residential,2010,1,Single Family,Single Family,A62,2309.137376,126.36,0.694,0.209,0.04,0.032,1
31404,-77.143,34.706,156267,180230,Residential,2013,1,Single Family,Single Family,A62,2442.218067,146.26,0.94,0.658,0.337,0.264,1
112422,-77.335,34.755,35697,32633,Residential,1986,1,Duplex,Duplex,A10,2100.023767,136.46,0.905,0.626,0.309,0.273,2
87553,-77.2,34.673,62009,129910,Residential,2001,1,Single Family,Single Family,A58,1787.208966,146.89,0.968,0.767,0.555,0.505,4
106621,-77.47,34.746,27010,19830,Building Site,1962,1,Single Family,Single Family,A10,1452.770281,132.71,0.867,0.535,0.218,0.201,2
130435,-77.361,34.788,29394,109220,Residential,1978,1,Single Family,Single Family,A14,2154.039386,133.14,0.82,0.367,0.098,0.055,1
79226,-77.359,34.523,33895,185070,Waterview,1984,2,Beach Duplex,Beach Duplex,A26,1807.810586,151.48,0.997,0.981,0.926,0.857,2
122836,-77.427,34.773,36268,236440,Commercial/Ind/Primary,0,1,HOTEL/CLUB,HOTEL/CLUB,C14,2850.961945,132.23,0.874,0.373,0.036,0,2
116993,-77.35,34.762,56104,140140,Residential,1997,2,Single Family,Single Family,A30,1459.304134,135.47,0.956,0.725,0.448,0.336,1
49609,-77.413,34.81,68710,182060,Residential,2007,2,Single Family,Single Family,A26,1906.471492,129.97,0.952,0.788,0.522,0.416,1
30083,-77.6,34.703,152407,180580,Residential,2011,2,Single Family,Single Family,A26,1663.994797,131.36,0.959,0.812,0.56,0.451,2
114441,-77.37,34.758,48929,149360,Residential,1991,1,Single Family,Single Family,A10,2548.488343,135.14,0.893,0.595,0.275,0.246,1
104279,-77.235,34.737,56087,129180,Residential,1997,1,Single Family,Single Family,A62,1839.734617,141.18,0.903,0.545,0.23,0.177,2
71359,-77.557,34.819,9734,75820,Building Site,1967,1,Single Family,Single Family,A10,1324.786341,124.48,0.744,0.328,0.078,0.085,2
137619,-77.557,34.819,9734,75820,Building Site,1967,1,Single Family,Single Family,A10,666.7466035,124.49,0.744,0.328,0.078,0.085,1
114602,-77.381,34.759,13660,1172734,Commercial/Ind/Primary,0,1,RETAIL,RETAIL,F16,9047.400654,134.8,0.956,0.901,0.782,0,3
124768,-77.362,34.776,14783,93530,Residential,1964,1,Single Family,Single Family,A14,1734.309095,134.02,0.833,0.388,0.109,0.062,2
91420,-77.124,34.688,19520,203540,Residential,1951,1,Single Family,Single Family,A14,2447.970431,148.07,0.958,0.707,0.372,0.265,1
136492,-77.442,34.813,43258,98570,Residential,1984,1,Single Family,Single Family,A10,1663.959944,128.83,0.816,0.437,0.141,0.139,1
125423,-77.521,34.779,64863,172580,Residential,2004,1,Single Family,Single Family,A58,2849.780809,128.45,0.816,0.349,0.14,0.134,2
74365,-77.512,34.446,28356,193790,Residential,1963,1,Beach House,Beach House,A10,1463.62553,151.74,0.981,0.886,0.713,0.61,2
118178,-77.413,34.765,24635,57730,Residential,1959,1,Single Family,Single Family,A14,1011.931631,133.32,0.822,0.371,0.1,0.057,2
130739,-77.425,34.79,27755,62090,Residential,1963,1,Single Family,Single Family,A14,1471.092176,131.07,0.786,0.319,0.076,0.041,2
134134,-77.655,34.807,34629,54020,Building Site,1965,1,Single Family,Single Family,A10,528.1473236,122.17,0.699,0.274,0.054,0.063,1
134168,-77.656,34.807,34629,54020,Building Site,1965,1,Single Family,Single Family,A10,1749.670882,122.16,0.699,0.274,0.054,0.063,0
37423,-77.511,34.746,76820,281900,Building Site,2010,1,Duplex,Duplex,A58,2488.860511,131.15,0.853,0.415,0.186,0.175,1
37454,-77.511,34.746,76820,281900,Building Site,2010,1,Duplex,Duplex,A58,2408.882572,131.15,0.853,0.415,0.186,0.175,4
145230,-77.56,34.889,18154,74470,Residential,1978,1,Single Family,Single Family,A10,1561.039968,119.72,0.647,0.221,0.035,0.045,2
64846,-77.182,34.68,39709,145280,Residential,2003,1,Single Family,Single Family,A58,2096.484276,146.96,0.969,0.769,0.557,0.506,2
136919,-77.517,34.815,46017,114460,Building Site,1965,1,Single Family,Single Family,A10,2284.45893,126.12,0.773,0.368,0.099,0.104,1
112815,-77.329,34.755,58994,86690,Building Site,1999,1,Multi-Section MH,Multi-Section MH,B32,2313.248226,136.57,0.432,0.095,0.011,0.008,0
24483,-77.193,34.645,21710,173520,Residential,2009,1,Single Family,Single Family,A62,2714.276175,148.91,0.954,0.711,0.399,0.315,4
136591,-77.443,34.813,43265,105090,Residential,1985,1,Single Family,Single Family,A10,1579.111347,128.76,0.815,0.435,0.14,0.138,0
77052,-77.556,34.493,48283,123600,Building Site,1995,1,Single Family,Single Family,A58,1741.557262,147.66,0.971,0.781,0.574,0.522,1
99944,-77.644,34.73,51026,40560,Building Site,1971,1,Singlewide M/H,Singlewide M/H,B37,1093.382722,127.84,0.513,0.364,0.145,0.126,4
77046,-77.423,34.491,49182,1693310,Waterfront Ocean,2006,3,Beach House,Beach House,A26,2117.870551,151.89,0.997,0.982,0.929,0.862,2
55290,-77.56,34.841,73425,158240,Residential,2012,1,Single Family,Single Family,A58,2336.53377,122.86,0.719,0.224,0.069,0.07,0
50660,-77.413,34.814,74893,168210,Residential,2009,1,Single Family,Single Family,A58,2583.365206,129.59,0.832,0.377,0.159,0.151,0
34856,-77.183,34.726,153785,229360,Residential,2012,2,Single Family,Single Family,A26,1886.310159,143.62,0.991,0.948,0.832,0.733,4
61720,-77.317,34.923,154679,149580,Building Site,2012,1,Single Family,Single Family,A62,1975.295195,124.83,0.663,0.181,0.031,0.025,1
91093,-77.12,34.687,1859,282370,Residential,1972,1,Single Family,Single Family,A10,1665.644709,148.28,0.972,0.844,0.63,0.535,1
120650,-77.492,34.77,25210,115070,Residential,1972,1,Single Family,Single Family,A14,808.1180127,130.21,0.771,0.3,0.067,0.036,1
120791,-77.492,34.77,25210,115070,Residential,1972,1,Single Family,Single Family,A14,2967.588215,130.19,0.771,0.299,0.067,0.036,1
142367,-77.463,34.844,59858,147740,Residential,2002,2,Single Family,Single Family,A26,1660.408358,125.88,0.925,0.702,0.407,0.317,1
59674,-77.535,34.901,75028,162470,Residential,2009,2,Single Family,Single Family,A30,1415.000221,119.77,0.796,0.334,0.106,0.074,0
61544,-77.521,34.923,153155,147200,Residential,2012,2,Single Family,Single Family,A26,1376.827589,118.68,0.846,0.516,0.22,0.167,4
120656,-77.39,34.768,15117,104890,Residential,1983,1,Single Family,Single Family,A10,1886.991254,133.77,0.879,0.561,0.242,0.22,2
73218,-77.545,34.899,16371,80370,Residential,1920,1,Single Family,Single Family,A14,2224.114913,119.52,0.534,0.108,0.011,0.005,1
85163,-77.592,34.663,19794,200340,Building Site,1958,1,Single Family,Single Family,A14,2187.096778,134.6,0.841,0.401,0.116,0.067,1
85171,-77.592,34.663,19794,200340,Building Site,1958,1,Single Family,Single Family,A14,1934.716528,134.62,0.841,0.402,0.116,0.068,2
85217,-77.589,34.663,19794,200340,Building Site,1958,1,Single Family,Single Family,A14,1068.850457,134.69,0.842,0.404,0.117,0.068,0
85265,-77.589,34.663,19794,200340,Building Site,1958,1,Single Family,Single Family,A14,848.5750283,134.67,0.842,0.403,0.117,0.068,0
85385,-77.588,34.665,19794,200340,Building Site,1958,1,Single Family,Single Family,A14,517.8098817,134.6,0.841,0.402,0.116,0.067,0
85387,-77.588,34.665,19794,200340,Building Site,1958,1,Single Family,Single Family,A14,2020.338025,134.61,0.841,0.402,0.116,0.068,2
85407,-77.588,34.665,19794,200340,Building Site,1958,1,Single Family,Single Family,A14,1255.472845,134.6,0.841,0.401,0.116,0.067,1
135960,-77.345,34.809,19921,172160,Commercial,0,1,AUTO SERVICE,AUTO SERVICE,E6,5919.28095,132,0.562,0.528,0.464,0.168,3
127647,-77.436,34.783,45323,164810,Residential,1987,2,Single Family,Single Family,A30,1644.164664,131.24,0.931,0.631,0.338,0.246,1
41473,-77.48,34.764,61591,415930,Residential,2011,1,Single Family,Single Family,A62,5157.057026,131.05,0.779,0.306,0.078,0.061,1
27059,-77.192,34.683,76309,131790,Residential,2009,1,Single Family,Single Family,A62,1962.39685,146.43,0.941,0.662,0.341,0.267,2
80650,-77.5,34.54,29387,52440,Building Site,1977,1,Singlewide M/H,Singlewide M/H,B37,901.9927964,146.66,0.862,0.787,0.534,0.465,4
80678,-77.5,34.541,29387,52440,Building Site,1977,1,Singlewide M/H,Singlewide M/H,B37,1994.487996,146.62,0.861,0.786,0.533,0.464,4
144639,-77.235,34.875,62378,25660,Building Site,1972,1,Singlewide M/H,Singlewide M/H,B37,1007.809725,131.25,0.593,0.448,0.2,0.173,0
137486,-77.459,34.817,3281,99090,Building Site,1973,1,Single Family,Single Family,A10,2125.25317,127.98,0.803,0.415,0.127,0.127,4
121898,-77.41,34.771,5275,91840,Residential,1962,1,Single Family,Single Family,A14,1991.751648,132.95,0.817,0.362,0.096,0.054,0
78852,-77.36,34.52,38719,244470,Waterfront Ocean,1985,2,Beach Townhome,Beach Townhome,C24,3248.253064,151.63,0.998,0.936,0.56,0.175,2
126931,-77.436,34.781,19623,150300,Residential,1975,2,Single Family,Single Family,A26,1651.857608,131.33,0.959,0.812,0.56,0.451,4
124810,-77.429,34.777,24410,103700,Residential,1959,1,Single Family,Single Family,A14,2931.714782,131.87,0.8,0.337,0.084,0.046,1
118970,-77.372,34.765,52843,179400,Residential,1996,2,Single Family,Single Family,A26,1975.805678,134.56,0.972,0.862,0.645,0.531,4
47323,-77.449,34.796,158280,258190,Residential,2014,2,Single Family,Single Family,A30,2368.452582,129.8,0.92,0.595,0.302,0.218,1
148234,-77.511,34.928,1728,90300,Building Site,1963,1,Single Family,Single Family,A14,5050.924064,118.65,0.511,0.097,0.01,0.004,0
148245,-77.511,34.928,1728,90300,Building Site,1963,1,Single Family,Single Family,A14,2730.558997,118.62,0.51,0.096,0.01,0.004,1
70014,-77.366,34.784,49577,133460,Residential,1992,1,Single Family,Single Family,A14,2255.89838,133.27,0.822,0.37,0.1,0.056,1
64623,-77.482,34.674,58821,152590,Building Site Off-Road,2003,1,Single Family,Single Family,A58,2867.676378,137.26,0.915,0.566,0.317,0.29,1
28825,-77.501,34.695,71533,151010,Residential,2012,1,Single Family,Single Family,A62,2095.035333,135.1,0.838,0.4,0.127,0.098,1
54138,-77.57,34.834,71907,129670,Residential,2007,1,Single Family,Single Family,A62,1908.974527,122.99,0.624,0.15,0.023,0.019,2
50180,-77.416,34.812,152093,243660,Residential,2011,2,Single Family,Single Family,A26,2260.63794,129.7,0.951,0.782,0.514,0.41,2
59269,-77.51,34.895,158907,159520,Residential,2014,1,Single Family,Single Family,A58,2363.610661,120.92,0.68,0.186,0.052,0.054,0
24848,-77.217,34.659,75815,66250,Townhome,2009,2,Town Home,Town Home,B32,1988.621631,147.25,0.643,0.265,0.062,0.049,1
127982,-77.431,34.783,16714,160160,Residential,1975,2,Single Family,Single Family,A30,2585.6515,131.35,0.932,0.633,0.341,0.248,1
127999,-77.432,34.783,16714,160160,Residential,1975,2,Single Family,Single Family,A30,781.2422243,131.33,0.931,0.633,0.34,0.248,1
91112,-77.487,34.692,33921,72930,Building Site,1986,1,Single Family,Single Family,A14,1404.41213,135.78,0.857,0.43,0.133,0.078,4
131589,-77.418,34.792,52225,821393,Commercial,0,1,MEDICAL BUILDING,MEDICAL BUILDING,F16,5960.85805,131.13,0.938,0.867,0.724,0,3
61832,-77.515,34.927,71085,170590,Residential,2008,2,Single Family,Single Family,A26,1760.745214,118.57,0.845,0.513,0.218,0.165,1
51845,-77.4,34.82,152454,232140,Residential,2011,2,Single Family,Single Family,A30,2414.266672,129.56,0.918,0.59,0.296,0.213,4
133365,-77.456,34.8,8174,92050,Residential,1974,1,Single Family,Single Family,A14,1507.466038,129.31,0.755,0.28,0.06,0.031,1
133404,-77.456,34.8,8174,92050,Residential,1974,1,Single Family,Single Family,A14,2215.805212,129.29,0.754,0.279,0.059,0.031,2
54822,-77.506,34.837,70480,149140,Residential,2011,1,Single Family,Single Family,A62,2143.183204,125,0.667,0.184,0.032,0.026,0
110824,-77.316,34.751,37428,176060,Residential,2003,2,Single Family,Single Family,A26,1714.439576,137.23,0.98,0.895,0.709,0.596,4
148226,-77.512,34.928,40403,188720,Commercial,0,1,SPECIAL/INSTITUTIONAL,SPECIAL/INSTITUTIONAL,F16,7786.669051,118.61,0.819,0.687,0.471,0,0
141061,-77.512,34.837,55641,49670,Building Site,1994,1,Singlewide M/H,Singlewide M/H,B35,848.2813306,124.8,0.431,0.263,0.051,0.042,0
141121,-77.513,34.837,55641,49670,Building Site,1994,1,Singlewide M/H,Singlewide M/H,B35,1417.748871,124.76,0.43,0.262,0.051,0.042,0
139549,-77.577,34.829,57727,43890,Residential,1998,1,Singlewide M/H,Singlewide M/H,B32,1011.572832,123.04,0.179,0.012,0,0,0
132174,-77.382,34.794,57957,171680,Residential,1999,2,Single Family,Single Family,A26,1848.853167,132.06,0.963,0.824,0.58,0.469,4
66531,-77.217,34.714,64039,179810,Residential,2005,2,Single Family,Single Family,A26,1580.101088,143.48,0.991,0.948,0.83,0.73,1
144285,-77.568,34.872,72133,58690,Building Site Off-Road,1999,1,Multi-Section MH,Multi-Section MH,B32,1454.967654,120.56,0.144,0.007,0,0,1
131712,-77.429,34.792,17299,90180,Residential,2000,1,Duplex,Duplex,A62,939.3592936,130.75,0.774,0.299,0.075,0.059,2
131717,-77.428,34.792,17299,90180,Residential,2000,1,Duplex,Duplex,A62,2311.715231,130.76,0.774,0.3,0.075,0.059,1
26592,-77.187,34.68,4717,63500,Building Site,1960,1,Single Family,Single Family,A10,503.2797477,146.82,0.967,0.824,0.592,0.502,3
88849,-77.186,34.679,4717,63500,Building Site,1960,1,Single Family,Single Family,A10,540.6244496,146.87,0.967,0.825,0.593,0.503,4
88906,-77.185,34.68,4717,63500,Building Site,1960,1,Single Family,Single Family,A10,1621.180291,146.87,0.967,0.825,0.593,0.503,4
88909,-77.185,34.68,4717,63500,Building Site,1960,1,Single Family,Single Family,A10,899.5055279,146.86,0.967,0.825,0.593,0.503,3
100215,-77.327,34.727,43117,130120,Residential,1985,1,Single Family,Single Family,A14,2116.708051,138.81,0.892,0.503,0.18,0.112,3
93195,-77.188,34.697,54430,143390,Residential,1996,1,Single Family,Single Family,A62,2253.636917,145.54,0.935,0.643,0.321,0.25,2
82556,-77.372,34.553,101,136140,Building Site,1978,1,Single Family,Single Family,A10,507.6688685,149.5,0.975,0.86,0.66,0.562,2
82560,-77.372,34.553,101,136140,Building Site,1978,1,Single Family,Single Family,A10,2392.309692,149.51,0.975,0.86,0.66,0.562,4
78786,-77.364,34.518,41862,104000,Building Only (No Land),1983,1,Beach Condo,Beach Condo,C14,14747.04112,151.59,0.986,0.793,0.289,0,2
37112,-77.365,34.742,73151,55000,Building Only (No Land),2008,2,Condominium,Condominium,C24,2937.502663,136.53,0.979,0.741,0.211,0.004,2
51000,-77.41,34.816,151922,72210,Townhome,2010,2,Town Home,Town Home,B32,4674.296796,129.57,0.292,0.037,0.002,0.002,0
65237,-77.206,34.689,6152,97000,Residential,1977,1,Single Family,Single Family,A10,1792.658621,145.6,0.962,0.805,0.559,0.474,4
120889,-77.432,34.769,6210,97170,Residential,1959,1,Single Family,Single Family,A14,1364.897857,132.34,0.807,0.348,0.089,0.05,1
114789,-77.326,34.758,11855,108880,Residential,1967,1,Single Family,Single Family,A14,1771.308377,136.41,0.865,0.445,0.142,0.085,0
114919,-77.326,34.758,11855,108880,Residential,1967,1,Single Family,Single Family,A14,908.6603088,136.4,0.864,0.445,0.142,0.085,1
65384,-77.125,34.689,14697,154350,Residential,1953,1,Single Family,Single Family,A10,1355.493221,147.97,0.971,0.84,0.622,0.528,1
94744,-77.119,34.706,66501,159980,Building Only (No Land),2005,1,Condominium,Condominium,C14,2115.187462,147.2,0.976,0.716,0.205,0,2
106744,-77.363,34.745,41397,49510,Residential,1983,1,Duplex,Duplex,A10,2251.382506,136.41,0.905,0.625,0.307,0.271,0
27645,-77.534,34.691,72470,210510,Residential,2010,2,Single Family,Single Family,A30,2133.891295,134.43,0.951,0.703,0.421,0.313,2
50367,-77.418,34.813,73000,157890,Residential,2009,2,Single Family,Single Family,A30,1246.481892,129.56,0.918,0.589,0.296,0.213,2
49187,-77.522,34.809,75347,172480,Residential,2010,2,Single Family,Single Family,A30,1595.28795,126.39,0.887,0.508,0.223,0.158,1
112917,-77.321,34.755,19528,117850,Residential,1979,1,Single Family,Single Family,A10,2563.206877,136.8,0.908,0.633,0.317,0.279,1
70333,-77.438,34.791,37606,200670,Residential,2003,1,Single Family,Single Family,A62,3251.375393,130.53,0.77,0.295,0.073,0.057,2
140416,-77.541,34.833,43643,76110,Residential,1984,1,Single Family,Single Family,A10,1140.831027,124.08,0.736,0.319,0.073,0.081,0
98884,-77.528,34.725,44034,125430,Residential,1987,1,Single Family,Single Family,A10,1516.380971,132.01,0.859,0.518,0.203,0.189,1
53139,-77.577,34.829,60629,89140,Building Site Off-Road,2001,1,Multi-Section MH,Multi-Section MH,B32,933.4161775,123.04,0.179,0.012,0,0,0
71723,-77.577,34.829,60629,89140,Building Site Off-Road,2001,1,Multi-Section MH,Multi-Section MH,B32,3410.435603,123.04,0.179,0.012,0,0,0
69879,-77.517,34.784,13953,89500,Building Site,1979,1,Single Family,Single Family,A10,1830.443597,128.31,0.808,0.424,0.132,0.132,0
127785,-77.518,34.784,13953,89500,Building Site,1979,1,Single Family,Single Family,A10,2463.50307,128.28,0.808,0.423,0.132,0.131,4
32272,-77.546,34.716,66305,115800,Building Site,2009,1,Single Family,Single Family,A58,2168.000612,132.12,0.864,0.439,0.205,0.192,4
21159,-77.395,34.526,69739,192940,Residential,2006,1,Single Family,Single Family,A62,665.3469501,150.5,0.961,0.741,0.437,0.347,0
21173,-77.395,34.526,69739,192940,Residential,2006,1,Single Family,Single Family,A62,2358.499806,150.5,0.961,0.741,0.437,0.347,1
47127,-77.676,34.798,159433,85180,Building Site Off-Road,2014,1,Multi-Section MH,Multi-Section MH,B32,1626.85557,122.14,0.166,0.01,0,0,0
73831,-77.633,34.943,11529,74600,Building Site,1973,1,Single Family,Single Family,A14,1787.350284,113.96,0.389,0.051,0.003,0.001,0
125278,-77.442,34.778,13423,144340,Residential,1968,2,Single Family,Single Family,A26,1571.249508,131.36,0.96,0.812,0.561,0.451,4
83472,-77.387,34.566,13732,30530,Building Site,1965,1,Single Family,Single Family,A14,879.0621772,148.23,0.959,0.71,0.376,0.268,4
83476,-77.387,34.566,13732,30530,Building Site,1965,1,Single Family,Single Family,A14,1846.52011,148.25,0.959,0.711,0.376,0.269,4
117754,-77.431,34.764,21702,96210,Residential,1958,1,Single Family,Single Family,A10,1436.820102,132.77,0.868,0.537,0.22,0.202,2
42909,-77.495,34.77,63096,129530,Residential,2003,1,Single Family,Single Family,A62,607.8654561,130.03,0.762,0.284,0.068,0.054,1
121344,-77.495,34.771,63096,129530,Residential,2003,1,Single Family,Single Family,A62,2319.055928,130.02,0.762,0.283,0.068,0.053,0
27054,-77.508,34.687,71747,200680,Residential,2007,2,Single Family,Single Family,A26,1869.758336,135.5,0.975,0.874,0.668,0.554,4
134743,-77.458,34.807,13397,123900,Residential,1976,1,Single Family,Single Family,A10,2698.515447,128.75,0.815,0.435,0.14,0.138,4
112649,-77.379,34.756,15576,111050,Residential,1973,1,Single Family,Single Family,A14,2319.945402,135.08,0.847,0.413,0.123,0.072,1
125596,-77.263,34.776,15740,58640,Building Site,1963,1,Single Family,Single Family,A14,2247.06868,137.34,0.876,0.467,0.156,0.095,2
125608,-77.263,34.776,15740,58640,Building Site,1963,1,Single Family,Single Family,A14,1491.225199,137.32,0.875,0.467,0.156,0.095,1
41460,-77.527,34.764,72352,172910,Residential,2008,2,Single Family,Single Family,A30,2138.854789,129.24,0.915,0.581,0.288,0.207,2
121550,-77.383,34.77,31496,40330,Townhome,1980,2,Town Home,Town Home,B35,5009.067451,133.89,0.643,0.481,0.16,0.118,1
75492,-77.476,34.466,49533,481140,Waterview,1998,2,Beach House,Beach House,A30,1000.586097,151.85,0.994,0.939,0.818,0.701,4
51611,-77.406,34.819,151663,193660,Residential,2011,2,Single Family,Single Family,A26,1588.475692,129.48,0.95,0.778,0.508,0.404,1
124969,-77.444,34.777,18386,130550,Residential,1970,1,Single Family,Single Family,A14,2552.093612,131.35,0.791,0.325,0.078,0.043,1
119019,-77.298,34.764,58975,75050,Townhome,1998,2,Town Home,Town Home,B32,4255.690708,136.95,0.44,0.099,0.012,0.009,0
145775,-77.545,34.898,13486,118300,Residential,1940,2,Single Family,Single Family,A26,1785.63843,119.59,0.859,0.542,0.241,0.183,0
145788,-77.545,34.898,13486,118300,Residential,1940,2,Single Family,Single Family,A26,720.9585287,119.59,0.859,0.541,0.241,0.183,2
112568,-77.314,34.755,37841,138370,Residential,2003,1,Single Family,Single Family,A62,2211.351453,137.02,0.861,0.446,0.156,0.12,1
87405,-77.473,34.675,54570,111620,Residential,1996,1,Single Family,Single Family,A58,1699.447772,137.56,0.917,0.573,0.324,0.296,2
92027,-77.496,34.695,56838,115360,Residential,1999,1,Single Family,Single Family,A58,1722.786546,135.24,0.897,0.517,0.27,0.249,2
24733,-77.166,34.654,160110,173250,Waterview,2015,1,Single Family,Single Family,A50,1582.99481,149.06,0.974,0.771,0.298,0.061,2
54465,-77.458,34.834,12945,90380,Building Site,1959,1,Single Family,Single Family,A10,610.1059996,126.75,0.784,0.384,0.108,0.111,0
140715,-77.458,34.834,12945,90380,Building Site,1959,1,Single Family,Single Family,A10,951.308584,126.77,0.784,0.385,0.108,0.111,4
140748,-77.458,34.834,12945,90380,Building Site,1959,1,Single Family,Single Family,A10,2412.421039,126.77,0.784,0.385,0.108,0.111,1
74282,-77.515,34.446,14983,178340,Residential,1970,1,Beach House,Beach House,A14,1305.995981,151.69,0.972,0.772,0.457,0.342,1
91801,-77.137,34.69,8199,126190,Residential,1977,1,Single Family,Single Family,A14,1994.712887,147.53,0.956,0.697,0.359,0.254,4
145392,-77.641,34.894,54797,36380,Building Site,1985,1,Multi-Section MH,Multi-Section MH,B35,1399.994977,116.67,0.244,0.116,0.012,0.012,0
24362,-77.62,34.643,62705,75310,Building Site,2001,1,Singlewide M/H,Singlewide M/H,B32,637.9670013,134.97,0.399,0.078,0.008,0.006,1
84514,-77.62,34.643,62705,75310,Building Site,2001,1,Singlewide M/H,Singlewide M/H,B32,3327.46001,134.99,0.399,0.078,0.008,0.006,0
38022,-77.334,34.746,156431,216120,Residential,2013,3,Single Family,Single Family,A26,1374.347273,137.16,0.98,0.894,0.707,0.594,3
124826,-77.422,34.777,4384,152820,Residential,1974,2,Single Family,Single Family,A26,1832.727053,132.11,0.963,0.825,0.581,0.47,4
139632,-77.574,34.83,39089,45240,Residential,1986,1,Multi-Section MH,Multi-Section MH,B35,1392.00311,123.13,0.391,0.228,0.04,0.034,2
21436,-77.488,34.531,60060,111780,Building Site,2002,1,Multi-Section MH,Multi-Section MH,B32,580.3473918,147.68,0.651,0.274,0.065,0.052,1
21440,-77.488,34.531,60060,111780,Building Site,2002,1,Multi-Section MH,Multi-Section MH,B32,544.3290925,147.68,0.65,0.274,0.065,0.052,1
79780,-77.488,34.531,60060,111780,Building Site,2002,1,Multi-Section MH,Multi-Section MH,B32,2199.977052,147.7,0.651,0.274,0.065,0.052,1
70633,-77.457,34.801,2051,102330,Residential,1975,1,Single Family,Single Family,A10,2028.939781,129.2,0.822,0.446,0.148,0.144,4
137768,-77.523,34.819,11643,78510,Building Site,1956,1,Single Family,Single Family,A14,1269.785372,125.69,0.681,0.206,0.035,0.017,1
137782,-77.523,34.819,11643,78510,Building Site,1956,1,Single Family,Single Family,A14,1511.229112,125.68,0.681,0.206,0.035,0.017,1
137927,-77.523,34.819,11643,78510,Building Site,1956,1,Single Family,Single Family,A14,980.5082376,125.64,0.68,0.205,0.034,0.017,1
