,id,x,y,DR
966,12670,-77.62805779,34.7917425,0.0
967,12671,-77.3641285,34.78848512,0.020257295451111317
968,12673,-77.41954485,34.78917704,0.018999119030681015
969,12675,-77.55441323,34.7909401,0.0
970,12676,-77.55564127,34.7909688,0.0
971,12681,-77.62899349,34.79196541,0.0
972,12682,-77.49147396,34.79031164,0.0
973,12683,-77.62762934,34.79198199,0.0
974,12684,-77.43905463,34.7897055,0.019898622925382813
975,12685,-77.62852287,34.79207292,0.0
976,12686,-77.39045001,34.78914009,0.01939591691122155
977,12687,-77.55412759,34.79122604,0.0
978,12689,-77.5553129,34.79124887,0.02027364522115972
979,12690,-77.3933122,34.78924226,0.019467368521521006
980,12692,-77.39057126,34.78925309,0.10219399801610943
981,12693,-77.43883195,34.78985432,0.0
982,12694,-77.39349763,34.78932153,0.1002670013380608
983,12696,-77.52821472,34.79103716,0.02016639192310945
984,12698,-77.39367644,34.78938029,0.02005213870619716
985,12699,-77.41777197,34.78964007,0.0
986,12701,-77.62847261,34.79230333,0.0
987,12704,-77.39066157,34.78941208,0.019480423798853872
988,12705,-77.62790114,34.792354,0.0
989,12707,-77.43866028,34.79003419,0.020430775558344463
990,12709,-77.62673947,34.79235094,0.0
991,12712,-77.39384787,34.78949143,0.020293306332178913
992,12713,-77.55453241,34.79151715,0.0
993,12716,-77.41842541,34.78983822,0.0
994,12717,-77.55547853,34.79157175,0.0
995,12718,-77.4395545,34.7900954,0.0
996,12719,-77.55990479,34.79165648,0.0
997,12720,-77.6289639,34.79246831,0.020922855041751107
998,12721,-77.66710252,34.79288481,0.0
999,12722,-77.39073236,34.78953863,0.0
1000,12725,-77.3932077,34.78960273,0.020069806280879898
1001,12726,-77.43846558,34.79018997,0.020978311410121558
1002,12727,-77.43931553,34.790197,0.0
1003,12728,-77.3939376,34.7896464,0.020098149053268018
1004,12729,-77.62651828,34.7925225,0.019436650524442343
1005,12730,-77.56042019,34.79175847,0.0
1006,12733,-77.3908757,34.78966139,0.01943447249264486
1007,12735,-77.39308105,34.78972558,0.019768714401667206
1008,12737,-77.55516663,34.79178753,0.0
1009,12739,-77.3934983,34.78975999,0.0
1010,12740,-77.39104631,34.7897368,0.10189612917111643
1011,12741,-77.39122022,34.78975917,0.0
1012,12743,-77.39397963,34.78980777,0.0
1013,12744,-77.43827797,34.79036342,1.0
1014,12745,-77.39237765,34.78980118,0.10022388135156186
1015,12746,-77.39255492,34.78980523,0.02002259102571207
1016,12747,-77.392201,34.78979794,0.019312452017446843
1017,12749,-77.3929309,34.7897995,0.01943838038229432
1018,12751,-77.39274518,34.78981565,0.01950232208271358
1019,12752,-77.43904515,34.7903911,0.01977372107981311
1020,12753,-77.62629207,34.79272502,0.0
1021,12754,-77.62602418,34.792745,0.0
1022,12755,-77.41649265,34.79017591,0.0
1023,12759,-77.39349071,34.78995601,0.01912368328599334
1024,12760,-77.62714993,34.7927963,0.0
1025,12761,-77.39396799,34.78997549,0.01995305488224635
1026,12763,-77.62908314,34.7928822,0.02002172891175899
1027,12765,-77.43810533,34.79055533,0.0
1028,12766,-77.43890493,34.79057734,0.10237028188905914
1029,12767,-77.66740463,34.79335982,0.0
1030,12768,-77.62686689,34.79291567,0.0
1031,12770,-77.41610638,34.7903251,0.0
1032,12771,-77.62820748,34.79299914,0.0
1033,12772,-77.62576091,34.79300031,0.0
1034,12773,-77.43869549,34.79072018,0.020335791720055896
1035,12774,-77.62668112,34.79302478,0.0
1036,12776,-77.41725532,34.79046488,0.0
1037,12779,-77.41577102,34.79049005,0.0
1038,12782,-77.62550311,34.79311671,0.020252937457880916
1039,12783,-77.62645235,34.79314087,0.020305351097371777
1040,12789,-77.41545197,34.79058382,0.0
1041,12791,-77.62529259,34.79324024,0.020075495391333444
1042,12792,-77.49384265,34.79171893,0.0
1043,12796,-77.62607592,34.79333112,0.0
1044,12797,-77.43852905,34.79100545,0.0
1045,12800,-77.41457503,34.79071471,0.02012594460465896
1046,12801,-77.62507776,34.79336621,0.0
1047,12802,-77.62923875,34.79343763,0.0
1048,12803,-77.41644437,34.79079089,0.0
1049,12805,-77.35981356,34.79014762,0.0
1050,12811,-77.42841416,34.79108483,0.019961573901101932
1051,12812,-77.62806341,34.7935164,0.0
1052,12815,-77.62576323,34.79351728,0.0
1053,12818,-77.62458592,34.79355579,0.0
1054,12820,-77.41392375,34.79094544,0.020019548871147933
1055,12823,-77.42804561,34.79120232,0.0
1056,12824,-77.62861032,34.7936329,0.0
1057,12826,-77.62550061,34.7936475,0.0
1058,12827,-77.41574253,34.79108508,0.0
1059,12828,-77.62438049,34.79366652,0.020039460438153286
1060,12834,-77.66913287,34.7941988,0.0
1061,12837,-77.62795619,34.79380654,0.0
1062,12841,-77.41505028,34.79120756,0.10054004271581463
1063,12847,-77.24106499,34.78885071,0.0
1064,12848,-77.23827845,34.7888137,0.0
1065,12849,-77.41398619,34.79128128,0.019723980849319506
1066,12852,-77.62424874,34.7939277,0.0
1067,12853,-77.41600738,34.79135376,0.019767598541673228
1068,12859,-77.62848028,34.79402505,0.020097537550057942
1069,12860,-77.62785919,34.79406212,0.0
1070,12862,-77.62488911,34.79403694,0.0
1071,12863,-77.67712634,34.79464583,0.0
1072,12865,-77.41434587,34.79144554,0.0
1073,12867,-77.66939154,34.79455426,0.0
1074,12872,-77.62442037,34.79410427,0.0
1075,12874,-77.41501246,34.79155691,0.0
1076,12879,-77.42660978,34.79181464,0.01989573239764469
1077,12880,-77.66961128,34.79475042,0.0
1078,12882,-77.50847808,34.79290626,0.020558385143380965
1079,12883,-77.52939947,34.79318095,0.01983081514566959
1080,12887,-77.4950884,34.79277959,0.0
1081,12890,-77.67009616,34.79487462,0.0
1082,12891,-77.41499495,34.79178877,0.020331235969652202
1083,12897,-77.5543543,34.79360055,0.0
1084,12899,-77.41409748,34.79182705,0.0
1085,12902,-77.52660962,34.7932984,0.0
1086,12905,-77.62733247,34.79455359,0.09669040748225873
1087,12909,-77.49662617,34.79311952,0.0
1088,12912,-77.6699889,34.79515428,0.0
1089,12913,-77.62850325,34.7946756,0.0
1090,12917,-77.41393962,34.79211831,0.02051404492983982
1091,12919,-77.23974249,34.78974522,0.0
1092,12923,-77.62798361,34.79487907,0.0
1093,12924,-77.62708188,34.7949131,0.0
1094,12929,-77.55887558,34.79421497,0.0
1095,12930,-77.62274121,34.7949408,0.0
1096,12933,-77.55924313,34.79424109,0.0
1097,12935,-77.41318864,34.79238771,0.0
