,x,y,Z,id,index,OBJECTID,Type,Shape_Le,Area_ft2,Update_Y,PARID,No_of_PARID,No. of housing units,VALUEYEA,FINALFULLB,LANDUSECOD,LANDUSEDES,YEARBUIL,BASEMENT,STORYHEIGHT,HEATEDSQUA,STRUCTURES1,STRUCTURET,HAZUS,type,STRUCTURES,mph,DS1,DS2,DS3,DS4,dmg_state,kmh,Dislocation
668,77.31144192,34.78132014,0,12240,8344.0,45239,Building New,215.5753348,2587.357527,2016,70867,1,1,2021.0,131710,1.0,Residential,2009.0,NONE,1,1652,Single Family,Aluminum/Vinyl, A106,A106,Single Family,116.29627710428151,0.4568998628997256,0.04289303427582446,0.001439191170329806,8.618148945679208e-05,1,187.23700613789325,0
669,77.3129791,34.78135916,0,12241,8345.0,45241,Building New,219.9761356,2692.083592,2016,74623,1,1,2021.0,141790,1.0,Residential,2010.0,NONE,1,1831,Single Family,Aluminum/Vinyl, A58,A58,Single Family,116.24472306967756,0.5736980488424798,0.11137063517437823,0.02340156675786239,0.026279162109762777,0,187.1540041421809,0
670,77.65347868,34.7856656,0,12243,8346.0,45247,Building New,180.804023,1737.570069,2016,62459,1,2,2021.0,86680,19.0,Building Site,2014.0,NONE,1,2052,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH,106.36925291989746,0.017918538124644116,0.00028145062600133127,2.3299368401871165e-05,2.2944638330695392e-05,0,171.25449720103492,0
671,77.3151249,34.78147574,0,12246,8347.0,45254,Building New,176.3654196,1656.804151,2016,70801,1,1,2021.0,143190,1.0,Residential,2007.0,NONE,2,1932,Single Family,Aluminum/Vinyl, A22,A22,Single Family,116.16874643314759,0.7297286321978692,0.23865183637852144,0.040894432332332635,0.002643448911848557,0,187.03168175736764,0
672,77.3124722,34.78143671,0,12247,8348.0,45255,Building New,220.2235296,2729.444144,2016,74625,1,1,2021.0,142200,1.0,Residential,2010.0,NONE,1,1831,Single Family,Aluminum/Vinyl, A94,A94,Single Family,116.25616933145017,0.3815968440194172,0.045479004527156947,0.002273379951707445,0.0008165450163492286,0,187.1724326236348,0
673,77.31456658,34.7814831,0,12248,8349.0,45256,Building New,204.1931432,2141.38621,2016,70820,1,1,2021.0,168060,1.0,Residential,2008.0,NONE,1,2124,Single Family,Aluminum/Vinyl, A102,A102,Single Family,116.18621828683182,0.31077547558996477,0.016697255577567034,0.00021032812184747823,5.3363009468021215e-06,0,187.05981144179924,0
674,77.51648996,34.78415434,0,12250,8350.0,45261,Building New,226.0531142,2397.248403,2016,4600,1,1,2021.0,273750,20.0,Building Site,1947.0,NONE,1,861,Single Family,Asbestos Shingle, A10,A10,Single Family,110.33628082130373,0.41826549580873534,0.07349656971511738,0.0043383379301620804,0.008748851627279728,1,177.64141212229902,0
675,77.36547736,34.78224962,0,12251,8351.0,45266,Building New,162.2476422,1613.597639,2016,46914,1,1,2021.0,78860,1.0,Residential,1989.0,NONE,1,1345,Single Family,"Frame Siding, Plywood", A66,A66,Single Family,114.75908529683575,0.42590522109328505,0.02708343757059864,5.8700942721793767e-05,3.9097809833331245e-07,0,184.76212732790557,0
676,77.31456524,34.78169935,0,12256,8352.0,45288,Building New,218.6444587,2579.791719,2016,70819,1,1,2021.0,141700,1.0,Residential,2008.0,NONE,1,1868,Single Family,Aluminum/Vinyl, A102,A102,Single Family,116.1729667768275,0.31048779354842987,0.016660863202846213,0.00020957436641988233,5.317621068986391e-06,0,187.03847651069228,0
677,77.64353285,34.78582055,0,12257,8353.0,45289,Building New,309.9274145,4033.068127,2016,156940,1,1,2021.0,204220,21.0,Building Site Off-Road,2014.0,NONE,1,2280,Single Family,Aluminum/Vinyl, A102,A102,Single Family,106.63563399044907,0.13428910138382422,0.002658880820228965,1.1097696017966437e-05,3.263715484600332e-07,0,171.68337072462302,0
678,77.31513429,34.78172862,0,12258,8354.0,45291,Building New,218.117848,2586.28352,2016,70802,1,1,2021.0,128000,1.0,Residential,2007.0,NONE,1,1668,Single Family,Aluminum/Vinyl, A62,A62,Single Family,116.15290508332626,0.46283373415856094,0.06519591623188828,0.005963038133603493,0.005348389120681142,0,187.0061771841553,0
679,77.63076343,34.78580085,0,12261,8355.0,45295,Building New,209.013624,2128.895398,2016,56969,1,1,2021.0,112590,1.0,Residential,2008.0,NONE,1,1309,Single Family,Aluminum/Vinyl, A82,A82,Single Family,106.98519932399634,0.2582387157141298,0.012895221997383697,0.0001238533962252875,2.765812450250492e-08,0,172.24617091163412,0
680,77.31318905,34.78182828,0,12264,8356.0,45304,Building New,149.5104758,1383.761351,2016,74621,1,1,2021.0,158950,1.0,Residential,2010.0,NONE,2,2240,Single Family,Aluminum/Vinyl, A30,A30,Single Family,116.20913016143666,0.7298851834927464,0.24824029627771332,0.06374241646261561,0.04443935392004315,0,187.09669955991305,0
681,77.61347258,34.78566544,0,12265,8357.0,45306,Building New,193.7501033,2115.813275,2016,51911,1,1,2021.0,129890,19.0,Building Site,2013.0,NONE,1,1600,Single Family,Aluminum/Vinyl, A10,A10,Single Family,107.45504385372705,0.3462980377974436,0.047386870885512355,0.0019314865171875775,0.004707831715870852,0,173.00262060450055,0
682,77.31154106,34.7818742,0,12266,8358.0,45313,Building New,206.4046355,2244.843712,2016,74589,1,1,2021.0,126450,1.0,Residential,2010.0,NONE,1,1577,Single Family,Aluminum/Vinyl, A82,A82,Single Family,116.25897024961911,0.49627967052370775,0.06219500831452276,0.0018135451239698376,2.092073221014023e-06,1,187.17694210188677,0
683,77.31459819,34.78192143,0,12267,8359.0,45316,Building New,207.3809454,2128.677834,2016,70818,1,1,2021.0,173860,1.0,Residential,2007.0,NONE,2,2591,Single Family,Aluminum/Vinyl, A26,A26,Single Family,116.15825604998106,0.806858863444914,0.4450603240346397,0.16703745977694462,0.12567584714181596,0,187.01479224046952,0
684,77.31099422,34.78192638,0,12269,8360.0,45321,Building New,157.2293675,1543.009483,2016,74587,1,1,2021.0,144110,1.0,Residential,2009.0,NONE,2,1908,Single Family,Aluminum/Vinyl, A26,A26,Single Family,116.27319818917691,0.8087893684402327,0.44831899976676703,0.16929693059874884,0.12738694925760968,4,187.19984908457482,1
685,77.3151242,34.78199511,0,12270,8361.0,45327,Building New,244.131394,2923.116996,2016,70803,1,1,2021.0,153390,1.0,Residential,2007.0,NONE,1,1959,Single Family,Aluminum/Vinyl, A58,A58,Single Family,116.13685123340414,0.5710961716873646,0.10990981011421447,0.022938817025113904,0.025811223288641612,0,186.98033048578068,0
686,77.3115741,34.78210207,0,12274,8362.0,45342,Building New,165.6263712,1482.8224,2016,74590,1,1,2021.0,127290,1.0,Residential,2009.0,NONE,2,1568,Single Family,Aluminum/Vinyl, A26,A26,Single Family,116.24387299030144,0.8082981471324653,0.4474875794322072,0.1687188285236335,0.12694902488047194,4,187.15263551438534,1
687,77.31454673,34.78214823,0,12277,8363.0,45347,Building New,229.9028815,2546.924722,2016,70817,1,1,2021.0,140000,1.0,Residential,2007.0,NONE,1,1910,Single Family,Aluminum/Vinyl, A102,A102,Single Family,116.1459607473351,0.3099017667931633,0.016586894312500225,0.0002080457826205443,5.279738814083622e-06,0,186.99499680320952,0
688,77.3110164,34.78215389,0,12278,8364.0,45355,Building New,219.1606527,2580.590325,2016,74586,1,1,2021.0,145080,1.0,Residential,2009.0,NONE,1,1893,Single Family,Aluminum/Vinyl, A14,A14,Single Family,116.25846424276433,0.44879616978355463,0.07075224711099709,0.005774512457293038,0.0023508044243351007,0,187.17612743085058,0
689,77.36639236,34.78297166,0,12280,8365.0,45362,Building New,161.4887354,1233.923248,2016,46922,1,1,2021.0,93540,1.0,Residential,1990.0,NONE,2,1618,Single Family,Aluminum/Vinyl, A26,A26,Single Family,114.688680033481,0.7809586085550855,0.4035173250624401,0.13969605159463733,0.10507116483535894,1,184.64877485390443,0
690,77.31517421,34.7822511,0,12281,8366.0,45363,Building New,254.679646,2977.983491,2016,70804,1,1,2021.0,154840,1.0,Residential,2008.0,NONE,1,2148,Single Family,Aluminum/Vinyl, A6,A6,Single Family,116.11951273619965,0.3781523348986129,0.03825094464716638,0.0008547376195529867,1.3784307262201541e-05,0,186.95241550528146,0
691,77.65636286,34.78659413,0,12282,8367.0,45370,Building New,238.7913414,2665.035438,2016,70009,1,2,2021.0,73980,19.0,Building Site,2000.0,NONE,1,2128,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH,106.23347477658717,0.017520048682574292,0.0002705579084158876,2.2335708886510607e-05,2.206149513919778e-05,0,171.03589439030534,0
692,77.51145524,34.78490865,0,12283,8368.0,45372,Building New,203.6099497,1790.193875,2016,59922,1,2,2021.0,66150,21.0,Building Site Off-Road,2008.0,NONE,1,1288,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH,110.45117264694936,0.03364047157723251,0.0008590385217836955,7.766392457411859e-05,7.042955245850825e-05,0,177.82638796158847,0
693,77.31458759,34.78236052,0,12285,8369.0,45379,Building New,172.0963108,1748.789943,2016,70816,1,1,2021.0,149370,1.0,Residential,2007.0,NONE,2,2020,Single Family,Aluminum/Vinyl, A30,A30,Single Family,116.13159681540616,0.728306290458424,0.2464828634910986,0.06298819791962315,0.04391993276612616,1,186.97187087280392,0
694,77.35824667,34.7829605,0,12286,8370.0,45381,Building New,183.5338467,1807.228122,2016,9240,1,1,2021.0,118340,1.0,Residential,2007.0,NONE,1,1554,Single Family,Aluminum/Vinyl, A102,A102,Single Family,114.88835037316376,0.28302033362383894,0.013424058373355953,0.0001470821115722339,3.7678601564665892e-06,0,184.97024410079368,0
695,77.3115884,34.78234598,0,12287,8371.0,45383,Building New,160.0437715,1489.977031,2016,74591,1,1,2021.0,147370,1.0,Residential,2009.0,NONE,2,2000,Single Family,Aluminum/Vinyl, A22,A22,Single Family,116.22838434525819,0.7309400290516257,0.2399793719135332,0.041305454227993,0.0026817813489163804,0,187.1276987958657,0
696,77.31227562,34.78234014,0,12288,8372.0,45387,Building New,232.531736,2573.489027,2016,74619,1,1,2021.0,145990,1.0,Residential,2009.0,NONE,1,1985,Single Family,Aluminum/Vinyl, A78,A78,Single Family,116.20681240700726,0.31939130516050407,0.020418328828011045,0.0006006502868073136,4.113398800837742e-05,0,187.0929679752817,0
697,77.31104426,34.78237763,0,12289,8373.0,45393,Building New,198.8568605,2163.985478,2016,74585,1,1,2021.0,161230,1.0,Residential,2009.0,NONE,1,2106,Single Family,Aluminum/Vinyl, A78,A78,Single Family,116.24378101918029,0.3202035743650028,0.02053919552338101,0.0006062557490942794,4.159061841265197e-05,0,187.15248744088026,0
698,77.63037761,34.78645479,0,12290,8374.0,45397,Building New,206.3246518,2116.443671,2016,56971,1,1,2021.0,109790,1.0,Residential,2007.0,NONE,1,1290,Single Family,Aluminum/Vinyl, A94,A94,Single Family,106.95598004138213,0.17292622065863744,0.008535180119882123,0.00012066329549591564,3.392259010175469e-05,0,172.19912786662525,0
699,77.3151456,34.78247287,0,12291,8375.0,45399,Building New,218.163478,2556.797894,2016,70805,1,1,2021.0,144490,1.0,Residential,2008.0,NONE,1,1951,Single Family,Aluminum/Vinyl, A90,A90,Single Family,116.10679894271402,0.4952623542130254,0.0629117390679841,0.019215375167080773,0.013895090048452173,0,186.9319462977696,0
700,77.36705584,34.78321181,0,12292,8376.0,45400,Building New,147.7451452,1073.491165,2016,46925,1,1,2021.0,103000,1.0,Residential,1988.0,NONE,2,1622,Single Family,"Frame Siding, Plywood", A22,A22,Single Family,114.65640124378758,0.6979077584200355,0.20615196201592395,0.031476239875283675,0.0018179271009873983,0,184.59680600249803,0
701,77.31322201,34.78246543,0,12293,8377.0,45402,Building New,187.4686726,2137.530843,2016,74620,1,1,2021.0,124370,1.0,Residential,2010.0,NONE,1,1611,Single Family,Aluminum/Vinyl, A62,A62,Single Family,116.16885688772912,0.46322337244375394,0.06534148153535661,0.005984181878700785,0.005365984427948237,1,187.0318595892439,0
702,77.35965597,34.78317935,0,12294,8378.0,45408,Building New,119.1107009,512.0342988,2016,"742.0, 21809.0",2,2,2021.0,179250,1.0,Residential,1974.0,NONE,1,3104,Single Family,Aluminum/Vinyl, A70,A70,Single Family,114.83965274214226,0.28199654576682986,0.013312222321660995,0.0001450864511703917,3.718301552149716e-06,0,184.89184091484904,0
703,77.33734267,34.78288843,0,12296,8379.0,45411,Building New,207.1654803,2179.440484,2016,72939,1,1,2021.0,138130,1.0,Residential,2008.0,NONE,1,1741,Single Family,Aluminum/Vinyl, A58,A58,Single Family,115.38557310570141,0.5528278076447112,0.10008093080418923,0.019914564545838183,0.02273115780041523,1,185.7707727001793,0
704,77.31459094,34.78257866,0,12297,8380.0,45412,Building New,187.3182965,1897.911315,2016,70815,1,1,2021.0,153820,1.0,Residential,2007.0,NONE,2,2115,Single Family,Aluminum/Vinyl, A22,A22,Single Family,116.11807467105692,0.7286967318189141,0.2375265185716855,0.04054765350235663,0.00261125394496501,1,186.95010022040165,0
705,77.31205521,34.78255781,0,12299,8381.0,45414,Building New,189.5994682,1735.210623,2016,74618,1,1,2021.0,157380,1.0,Residential,2009.0,NONE,2,2224,Single Family,Aluminum/Vinyl,A18,A18,Single Family,116.20043764485679,0.8035607147902117,0.4323744058439205,0.10390008426177888,0.017745135289328362,2,187.08270460821944,0
706,77.31373317,34.78258708,0,12300,8382.0,45415,Building New,181.3225261,2009.721997,2016,74659,1,1,2021.0,113550,1.0,Residential,2010.0,NONE,1,1343,Single Family,Aluminum/Vinyl, A58,A58,Single Family,116.1450200607258,0.5712933986859585,0.11001999795894735,0.02297360285263584,0.02584642836481841,0,186.99348229776854,0
707,77.31164379,34.78259256,0,12303,8383.0,45420,Building New,234.2445272,2604.686316,2016,74592,1,1,2021.0,132170,1.0,Residential,2009.0,NONE,1,1622,Single Family,Aluminum/Vinyl, A110,A110,Single Family,116.2114198861286,0.3194925069779103,0.020433361845070587,0.0006013463835671111,4.1190647168441446e-05,1,187.10038601666704,0
708,77.33700167,34.78294416,0,12304,8384.0,45425,Building New,187.8256221,1819.990241,2016,72938,1,1,2021.0,111470,1.0,Residential,2008.0,NONE,1,1268,Single Family,Aluminum/Vinyl,A2,A2,Single Family,115.38962842771652,0.4838143952695207,0.08595333948393008,0.003302711743340657,0.00010916995521008701,0,185.7773017686236,0
709,77.31103822,34.78259049,0,12305,8385.0,45426,Building New,236.771299,2643.081603,2016,74584,1,1,2021.0,131300,1.0,Residential,2009.0,NONE,1,1607,Single Family,Aluminum/Vinyl, A70,A70,Single Family,116.23084804778,0.31174496865144297,0.016820291369072194,0.00021288471600630532,5.399658985349139e-06,0,187.13166535692582,0
710,77.51601876,34.78532912,0,12306,8386.0,45429,Building New,252.4829572,2205.960638,2016,34739,1,1,2021.0,22780,54.0,Building Site Off-Road,1996.0,NONE,1,1064,Singlewide M/H,MODULAR METAL,B3,B3,Singlewide M/H,110.2816583757886,0.03282810637565672,0.00082229994290803,7.405778945244897e-05,6.737106018537695e-05,0,177.55346998501966,0
711,77.31515826,34.78269727,0,12307,8387.0,45432,Building New,232.0713513,2504.207622,2016,70806,1,1,2021.0,143410,1.0,Residential,2008.0,NONE,1,1927,Single Family,Aluminum/Vinyl, A110,A110,Single Family,116.09259853978169,0.3168856706109618,0.02004847576029614,0.000583622428560754,3.9752101241935105e-05,0,186.90908364904854,0
712,77.33772335,34.78299107,0,12308,8388.0,45433,Building New,192.5221999,1876.945073,2016,72940,1,1,2021.0,113920,1.0,Residential,2007.0,NONE,1,1268,Single Family,Aluminum/Vinyl, A54,A54,Single Family,115.36992783142519,0.4404266587473429,0.054603468543756806,0.0012971456852342497,5.2286941728669484e-06,1,185.74558380859457,0
713,77.53053642,34.78552567,0,12310,8389.0,45441,Building New,215.0282586,2316.658881,2016,69639,1,1,2021.0,223620,53.0,Building Site,2009.0,NONE,2,2680,Single Family,Aluminum/Vinyl, A26,A26,Single Family,109.80529333280418,0.6789019832491731,0.27197250343165447,0.06980365532782773,0.05307104234657303,1,176.78652226581474,0
714,77.63112005,34.78675349,0,12311,8390.0,45444,Building New,205.7402194,2057.70135,2016,56965,1,1,2021.0,105830,1.0,Residential,2006.0,NONE,1,1309,Single Family,Aluminum/Vinyl, A98,A98,Single Family,106.91783354782943,0.24436182259650663,0.006757199725710426,3.480256862354434e-06,1.6047691438405814e-08,1,172.1377120120054,0
715,77.52981009,34.78560183,0,12314,8391.0,45451,Building New,218.0849067,2439.578801,2016,68563,1,1,2021.0,128100,53.0,Building Site,2006.0,NONE,1,1548,Single Family,Aluminum/Vinyl,A2,A2,Single Family,109.82426762912942,0.3369374495614331,0.034724063166450915,0.0006626638244179486,1.3878861402721571e-05,1,176.81707088289838,0
716,77.31373353,34.78280494,0,12315,8392.0,45452,Building New,149.5858239,1365.898252,2016,74660,1,1,2021.0,142530,1.0,Residential,2010.0,NONE,2,1881,Single Family,Aluminum/Vinyl, A30,A30,Single Family,116.13160113364913,0.7283063785525038,0.2464829612184687,0.06298823974558086,0.043919961568108096,1,186.9718778251751,0
717,77.31458425,34.78279412,0,12316,8393.0,45453,Building New,194.8729961,1880.335797,2016,70814,1,1,2021.0,160390,1.0,Residential,2007.0,NONE,2,2307,Single Family,Aluminum/Vinyl, A26,A26,Single Family,116.1050379296368,0.8059603746772848,0.44355171146439065,0.1659971921701569,0.12488849515676836,1,186.92911106671525,0
718,77.37530364,34.78362885,0,12317,8394.0,45455,Building New,189.6514909,1940.445567,2016,12405,1,1,2021.0,176920,19.0,Building Site,2006.0,NONE,2,2545,Single Family,Aluminum/Vinyl, A26,A26,Single Family,114.42333322386911,0.7760407413197987,0.3960610870419304,0.13506933315345399,0.10160189388851343,3,184.22156649042927,1
719,77.31110675,34.78281511,0,12318,8395.0,45462,Building New,166.3958978,1422.225096,2016,74583,1,1,2021.0,122430,1.0,Residential,2009.0,NONE,2,1422,Single Family,Aluminum/Vinyl,A18,A18,Single Family,116.21481384201402,0.8038053431765927,0.43277979875878597,0.10410317481667425,0.01779437764880555,0,187.1058502856426,0
720,77.31320997,34.78285584,0,12319,8396.0,45463,Building New,211.4463118,2642.224194,2016,74614,1,1,2021.0,133120,1.0,Residential,2009.0,NONE,1,1699,Single Family,Aluminum/Vinyl, A110,A110,Single Family,116.14520623554924,0.31803905517014164,0.02021816582606516,0.0005914114674406027,4.038323386833668e-05,0,186.99378203923428,0
721,77.3116423,34.78285094,0,12321,8397.0,45468,Building New,190.9388519,2009.007032,2016,74593,1,1,2021.0,148700,1.0,Residential,2009.0,NONE,1,1950,Single Family,Aluminum/Vinyl, A86,A86,Single Family,116.19554096412786,0.3898116895915309,0.028735781859514486,0.0010650266269808055,3.7318848814130805e-06,2,187.07482095224586,0
722,77.43954859,34.78454458,0,12322,8398.0,45472,Building New,281.6023142,3004.970537,2016,51657,1,1,2021.0,304930,1.0,Residential,2006.0,NONE,2,3441,Single Family,Brick Frame, A38,A38,Single Family,112.63825271398025,0.5860361919514133,0.10618173101990636,0.009171482496889448,0.00021890829789657636,0,181.3475868695082,0
723,77.31511624,34.78290698,0,12323,8399.0,45474,Building New,189.4701531,1840.822561,2016,70807,1,1,2021.0,162070,1.0,Residential,2008.0,NONE,2,2307,Single Family,Aluminum/Vinyl,A18,A18,Single Family,116.08105300826959,0.8015209298903212,0.4290087440579235,0.10222368761443928,0.017340453500748435,2,186.89049534331406,0
724,77.31205358,34.78286973,0,12325,8400.0,45479,Building New,232.7190538,2575.362003,2016,74617,1,1,2021.0,145960,1.0,Residential,2009.0,NONE,1,1985,Single Family,Aluminum/Vinyl, A70,A70,Single Family,116.18126907487486,0.3106680215680574,0.016683656185665047,0.00021004632147203178,5.329317262982634e-06,0,187.05184321054853,0
725,77.31272,34.78291023,0,12326,8401.0,45481,Building New,215.3223975,2583.501208,2016,74615,1,1,2021.0,144920,1.0,Residential,2009.0,NONE,1,1823,Single Family,Aluminum/Vinyl, A58,A58,Single Family,116.15750732283612,0.5715948281312919,0.1101885745424035,0.02302685926875839,0.025900317391418487,2,187.01358678976618,0
726,77.33695879,34.78326123,0,12327,8402.0,45483,Building New,212.2017408,2215.436371,2016,72937,1,1,2021.0,124430,1.0,Residential,2008.0,NONE,1,1425,Single Family,Aluminum/Vinyl, A74,A74,Single Family,115.36923692566957,0.4358094725813193,0.037568944122138286,0.0011551873735424286,6.428679148262936e-05,0,185.744471450328,0
727,77.31455689,34.78302322,0,12329,8403.0,45490,Building New,178.2478314,1753.999358,2016,70813,1,1,2021.0,128330,1.0,Residential,2008.0,NONE,1,1845,Single Family,Aluminum/Vinyl, A58,A58,Single Family,116.09182282864501,0.5700084457889258,0.10930371280917017,0.02274782155915477,0.025617840377233973,1,186.90783475411848,0
728,77.20652531,34.78147694,0,12330,8404.0,45493,Building New,323.3640018,3247.827933,2016,160337,1,1,2021.0,167580,21.0,Building Site Off-Road,2015.0,NONE,1,2176,Single Family,Aluminum/Vinyl, A70,A70,Single Family,119.32113655165423,0.38076195892868825,0.027271063319446988,0.00047504320061687985,1.1916174820047018e-05,2,192.10702984816334,0
729,77.31236482,34.78299495,0,12331,8405.0,45496,Building New,220.2532919,2713.120868,2016,74616,1,1,2021.0,146860,1.0,Residential,2009.0,NONE,1,1947,Single Family,Aluminum/Vinyl, A10,A10,Single Family,116.16362454229281,0.5640668442929588,0.1535459284532854,0.017434868443935117,0.02575610006874392,0,187.02343551309144,0
730,77.31377515,34.78305808,0,12334,8406.0,45502,Building New,193.7322966,2060.963394,2016,74661,1,1,2021.0,116990,1.0,Residential,2010.0,NONE,1,1360,Single Family,Aluminum/Vinyl, A82,A82,Single Family,116.11469045074537,0.4924692705893806,0.06093723308212553,0.0017491255712537327,1.9708105659492914e-06,1,186.94465162570006,0
731,77.31107789,34.78302411,0,12335,8407.0,45504,Building New,206.9981567,2253.436788,2016,74582,1,1,2021.0,124320,1.0,Residential,2009.0,NONE,1,1568,Single Family,Aluminum/Vinyl, A106,A106,Single Family,116.2028438954726,0.4547753647875833,0.04233223041118452,0.0014080317649016517,8.370073727012179e-05,0,187.0865786717109,0
732,77.37482678,34.7839296,0,12336,8408.0,45505,Building New,173.3123675,1641.117763,2016,8204,1,1,2021.0,42130,1.0,Residential,1968.0,NONE,1,1232,Single Family,Brick Veneer, A94,A94,Single Family,114.41549574385824,0.33576261137794616,0.034124267566819674,0.001362801280155703,0.0004672688465872999,1,184.20894814761178,0
733,77.31320581,34.78306775,0,12337,8409.0,45506,Building New,231.0180937,2516.844282,2016,74613,1,1,2021.0,135770,1.0,Residential,2009.0,NONE,1,1772,Single Family,Aluminum/Vinyl, A98,A98,Single Family,116.13229144514008,0.45943989171426564,0.033326999948286674,9.079050032828589e-05,6.469354544994361e-07,0,186.97298922667554,0
734,77.31516851,34.78312963,0,12339,8410.0,45509,Building New,237.7179327,2581.765653,2016,70808,1,1,2021.0,133290,1.0,Residential,2008.0,NONE,1,1769,Single Family,Aluminum/Vinyl, A58,A58,Single Family,116.06568881884743,0.5693767032531005,0.10895293610501111,0.022637551996880605,0.025506126162619863,0,186.86575899834438,0
735,77.31168538,34.78308723,0,12342,8411.0,45517,Building New,242.7814994,2784.498117,2016,74594,1,1,2021.0,133580,1.0,Residential,2009.0,NONE,1,1672,Single Family,Aluminum/Vinyl, A54,A54,Single Family,116.17960208005901,0.4617241613344091,0.061356174522799484,0.001596377399820915,7.20373863801769e-06,0,187.04915934889502,0
736,77.33765925,34.78353413,0,12345,8412.0,45523,Building New,211.3644221,2209.15624,2016,72941,1,1,2021.0,124430,1.0,Residential,2008.0,NONE,1,1425,Single Family,Aluminum/Vinyl, A98,A98,Single Family,115.33480551253275,0.43996244517222943,0.02957978576230637,7.061738155496947e-05,4.837999524901615e-07,0,185.68903687517775,0
737,77.55006759,34.78625066,0,12346,8413.0,45525,Building New,274.1135349,3460.848501,2016,77070,1,1,2021.0,190160,19.0,Building Site,2008.0,NONE,1,2096,Single Family,Brick Veneer,A2,A2,Single Family,109.12656108489237,0.3192273252816836,0.030504408191075822,0.0005298637790117606,1.0459229813212622e-05,0,175.69376334667672,0
738,77.31454037,34.78324635,0,12348,8414.0,45529,Building New,209.6477486,2315.186083,2016,70812,1,1,2021.0,126290,1.0,Residential,2008.0,NONE,1,1639,Single Family,Aluminum/Vinyl, A10,A10,Single Family,116.07862625232355,0.5620071000387077,0.15210594476583034,0.01712196111299698,0.025392749536070486,1,186.88658826624092,0
739,77.63125799,34.78727476,0,12350,8415.0,45532,Building New,206.2630576,2127.035229,2016,56963,1,1,2021.0,108530,1.0,Residential,2006.0,NONE,1,1309,Single Family,Aluminum/Vinyl, A50,A50,Single Family,106.88253298736095,0.33095946562719425,0.02112973831989689,0.00019020449813157516,2.4481830183179983e-06,0,172.08087810965114,0
740,77.63047771,34.78728083,0,12351,8416.0,45538,Building New,223.6596145,2427.771301,2016,56974,1,1,2021.0,113970,1.0,Residential,2006.0,NONE,1,1319,Single Family,Aluminum/Vinyl, A82,A82,Single Family,106.90321005227537,0.25633618613509274,0.012684353456835157,0.00012052362240364708,2.649371870374356e-08,0,172.11416818416336,0
741,77.31111789,34.78324412,0,12352,8417.0,45540,Building New,200.9906231,2117.166199,2016,74581,1,1,2021.0,160650,1.0,Residential,2009.0,NONE,1,2106,Single Family,Aluminum/Vinyl,A2,A2,Single Family,116.18800160463859,0.5049694388948678,0.09621569425633975,0.004058575899646406,0.00014289986691728006,0,187.06268258346813,0
742,77.31388837,34.78333701,0,12353,8418.0,45544,Building New,152.4892583,1306.288943,2016,74662,1,1,2021.0,132540,1.0,Residential,2010.0,NONE,2,1656,Single Family,Aluminum/Vinyl,A18,A18,Single Family,116.09390305731058,0.8017411962512415,0.42937093224733536,0.1024032594994096,0.017383649569109698,1,186.91118392227006,0
743,77.31514018,34.7833481,0,12354,8419.0,45545,Building New,218.4097466,2513.457994,2016,70809,1,1,2021.0,139960,1.0,Residential,2008.0,NONE,1,1868,Single Family,Aluminum/Vinyl, A74,A74,Single Family,116.05316338411706,0.4513710686953189,0.041445276134820214,0.0013593459692288908,7.986216924469575e-05,0,186.84559304842847,0
744,77.31328056,34.78332307,0,12355,8420.0,45548,Building New,225.6445157,2573.477452,2016,74612,1,1,2021.0,131510,1.0,Residential,2009.0,NONE,1,1628,Single Family,Aluminum/Vinyl, A86,A86,Single Family,116.11418237332774,0.38774629946990835,0.02832025746424746,0.0010425316847760535,3.6221261651873492e-06,0,186.94383362105768,0
745,77.31165716,34.78334147,0,12356,8421.0,45552,Building New,167.7150384,1442.318448,2016,74595,1,1,2021.0,124750,1.0,Residential,2009.0,NONE,2,1470,Single Family,Aluminum/Vinyl, A26,A26,Single Family,116.16482745370033,0.8069696044028452,0.4452466160702966,0.16716617044316456,0.12577328440529856,2,187.02537220045753,0
746,77.33707043,34.78369115,0,12357,8422.0,45555,Building New,191.8669668,1842.988729,2016,72936,1,1,2021.0,111470,1.0,Residential,2008.0,NONE,1,1268,Single Family,Aluminum/Vinyl, A98,A98,Single Family,115.33770353013172,0.4400332344839092,0.02959278642013318,7.068259428095229e-05,4.843156443463023e-07,1,185.69370268351207,0
747,77.35880294,34.78407415,0,12358,8423.0,45561,Building New,93.00569585,534.9707051,2016,"552.0, 9708.0",2,2,2021.0,225730,1.0,Residential,1973.0,NONE,1,4189,Single Family,Aluminum/Vinyl, A102,A102,Single Family,114.80076354965563,0.2811799362343258,0.01322345681675091,0.00014351039630065339,3.6791582122834082e-06,0,184.82922931494556,0
748,77.53064237,34.78624213,0,12359,8424.0,45564,Building New,209.527994,2080.544662,2016,68564,1,1,2021.0,106660,53.0,Building Site,2006.0,NONE,1,1336,Single Family,Aluminum/Vinyl, A58,A58,Single Family,109.75995732124713,0.4112944905329408,0.04478973619241729,0.006038052274873956,0.007827063140898703,0,176.7135312872079,0
